FACILITYID,NAME,ADDRESS,CITY,STATE,ZIP,ZIP4,TYPE,STATUS,POPULATION,COUNTY,COUNTRY,SECURELVL
"10000087",TEXARKANA REGIONAL CORRECTION CENTER,305 EAST 5TH STREET,TEXARKANA,AR,"71854","-999",STATE,OPEN,"128",MILLER,USA,MINIMUM
"10000081",RANDALL L. WILLIAMS CORRECTIONAL FACILITY,7206 WEST 7TH AVE,PINE BLUFF,AR,"71603","-999",STATE,OPEN,"546",JEFFERSON,USA,MEDIUM
"10000080",PINE BLUFF UNIT,890 FREE LINE DRIVE,PINE BLUFF,AR,"71603","1498",STATE,OPEN,"477",JEFFERSON,USA,MEDIUM
"10001382",WOMEN'S HURON VALLEY CORRECTIONAL FACILITY,3201 BEMIS RD,YPSILANTI,MI,"48197","911",STATE,OPEN,"2213",WASHTENAW,USA,MAXIMUM
"10002537",STANLEY CORRECTIONAL INSTITUTION,100 CORRECTIONS DR,STANLEY,WI,"54768","6500",STATE,OPEN,"1589",CHIPPEWA,USA,MEDIUM
"10002591",WISCONSIN SECURE PROGRAM FACILITY,1101 MORRISON DR,BOSCOBEL,WI,"53805","900",STATE,OPEN,"479",GRANT,USA,MAXIMUM
"10002613",KENOSHA CORRECTIONAL CENTER,6353 14TH AVE,KENOSHA,WI,"53143","-999",STATE,OPEN,"119",KENOSHA,USA,MINIMUM
"10000082",SOUTHEAST ARKANSAS COMMUNITY CORRECTIONS CENTER,7301 W 13TH AVE,PINE BLUFF,AR,"71602","-999",STATE,OPEN,"0",JEFFERSON,USA,NOT AVAILABLE
"10001210",TAYLOR HARDIN SECURE MEDICAL FACILITY,1301 JACK WARNER PARKWAY NE,TUSCALOOSA,AL,"35404","-999",STATE,OPEN,"-999",TUSCALOOSA,USA,MAXIMUM
"10006376",ERIE CCC,137 WEST 2ND STREET,ERIE,PA,"16507","-999",STATE,OPEN,"0",ERIE,USA,MINIMUM
"10000143",VENTRESS CORRECTIONAL FACILITY,379 ALABAMA HWY 239 N,CLAYTON,AL,"36016","-999",STATE,OPEN,"1245",BARBOUR,USA,MEDIUM
"10000144",EASTERLING CORRECTIONAL FACILITY,200 WALLACE DR,CLIO,AL,"36017","2615",STATE,OPEN,"1229",BARBOUR,USA,MEDIUM
"10001222",MONTGOMERY WOMEN'S FACILITY,12085 WARES FERRY RD,MONTGOMERY,AL,"36117","-999",STATE,OPEN,"274",MONTGOMERY,USA,MEDIUM
"10001221",KILBY CORRECTIONAL FACILITY,12201 WARES FERRY RD,MONTGOMERY,AL,"36117","-999",STATE,OPEN,"1231",MONTGOMERY,USA,CLOSE
"10003710",SAINT CLAIR CORRECTIONAL FACILITY,1000 SAINT CLAIR ROAD,SPRINGVILLE,AL,"35146","-999",STATE,OPEN,"964",ST. CLAIR,USA,CLOSE
"10006241",JULIA TUTWILER PRISON FOR WOMEN ANNEX,8966 US HWY 231 N,WETUMPKA,AL,"36092","-999",STATE,OPEN,"230",ELMORE,USA,MEDIUM
"10000146",LOXLEY COMMUNITY BASED FACILITY / COMMUNITY WORK CENTER,14880 COUNTY RD 64,LOXLEY,AL,"36551","-999",STATE,OPEN,"356",BALDWIN,USA,MINIMUM
"10001199",HAMILTON COMMUNITY BASED FACILITY / COMMUNITY WORK CENTER,1826 BEXAR AVE E,HAMILTON,AL,"35570","-999",STATE,OPEN,"220",MARION,USA,MINIMUM
"10001216",JULIA TUTWILER PRISON FOR WOMEN,8966 US HWY 231 N,WETUMPKA,AL,"36092","-999",STATE,OPEN,"565",ELMORE,USA,CLOSE
"10001197",HAMILTON AGED / INFIRMED,223 SASSER DR,HAMILTON,AL,"35570","-999",STATE,OPEN,"243",MARION,USA,MEDIUM
"10001209",CHILDERSBURG COMMUNITY BASED FACILITY / COMMUNITY WORK CENTER,13501 PLANT RD,ALPINE,AL,"35014","-999",STATE,OPEN,"368",TALLADEGA,USA,MINIMUM
"10003721",ALEX CITY COMMUNITY BASED FACILITY / COMMUNITY WORK CENTER,HIGHWAY 22 WEST,ALEX CITY,AL,"35011","-999",STATE,OPEN,"201",COOSA,USA,MINIMUM
"10003728",FRANK LEE COMMUNITY BASED FACILITY / COMMUNITY WORK CENTER,5305 INGRAM RD.,DEATSVILLE,AL,"36022","-999",STATE,OPEN,"285",ELMORE,USA,MINIMUM
"10000150",MOBILE COMMUNITY BASED FACILITY / COMMUNITY WORK CENTER,2423 N BELTLINE HWY,PRITCHARD,AL,"36610","-999",STATE,OPEN,"192",MOBILE,USA,MINIMUM
"10000079",BARBARA ESTER UNIT,7500 CORRECTIONS CIRCLE,PINE BLUFF,AR,"71603","-999",STATE,OPEN,"566",JEFFERSON,USA,MEDIUM
"10000085",CUMMINS UNIT,STATE HWY 388,GRADY,AR,"71644","500",STATE,OPEN,"1899",LINCOLN,USA,MAXIMUM
"10001005",THOMPSON CORRECTIONAL CENTER,434 STATE FARM RD,DEERFIELD,WI,"53531","9562",STATE,OPEN,"141",DANE,USA,MINIMUM
"10000267",OAKS CORRECTIONAL FACILITY,1500 CABERFAE HWY,MANISTEE,MI,"49660","-999",STATE,OPEN,"1039",MANISTEE,USA,CLOSE
"10003083",FCI LORETTO,772 SAINT JOSEPH ST,LORETTO,PA,"15940","-999",FEDERAL,OPEN,"898",CAMBRIA,USA,MINIMUM
"10003084",FCI LORETTO CAMP,772 SAINT JOSEPH ST,LORETTO,PA,"15940","-999",FEDERAL,OPEN,"83",CAMBRIA,USA,MINIMUM
"10003067",FCI ALLENWOOD LOW,"RT. 15, 2 MILES N OF ALLENWOOD",ALLENWOOD,PA,"17810","-999",FEDERAL,OPEN,"1331",UNION,USA,MINIMUM
"10006524",ALABAMA THERAPEUTIC EDUCATION FACILITY,102 INDUSTRIAL PARKWAY,COLUMBIANA,AL,"35051","-999",STATE,OPEN,"281",SHELBY,USA,NOT AVAILABLE
"10006669",SECURE COMMUNITY TRANSITION FACILITY - KING COUNTY,132 SOUTH SPOKANE STREET,SEATTLE,WA,"98134","-999",STATE,OPEN,"-999",KING,USA,NOT AVAILABLE
"10004118",NH STATE PRISON FOR MEN,281 N STATE ST,CONCORD,NH,"3302","-999",STATE,OPEN,"1412",MERRIMACK,USA,MAXIMUM
"10002564",SAND RIDGE SECURE TREATMENT CENTER,1111 NORTH RD,MAUSTON,WI,"53948","-999",STATE,OPEN,"350",JUNEAU,USA,MAXIMUM
"10001345",KINROSS CORRECTIONAL FACILITY,4533 W. INDUSTRIAL PARK DRIVE,KINCHELOE,MI,"49788","-999",STATE,OPEN,"1509",CHIPPEWA,USA,MEDIUM
"10006593",LINCOLN REGIONAL CENTER,WEST PROSPECTOR PLACE AND FOLSOM STREET,LINCOLN,NE,"68509","4949",STATE,OPEN,"-999",LANCASTER,USA,NOT AVAILABLE
"10000999",COLUMBIA CORRECTIONAL INSTITUTION,2925 COLUMBIA DR,PORTAGE,WI,"53901","950",STATE,OPEN,"828",COLUMBIA,USA,MAXIMUM
"10002605",ROBERT E ELLSWORTH CORRECTIONAL CENTER,21425-A SPRING ST,UNION GROVE,WI,"53182","9408",STATE,OPEN,"468",RACINE,USA,MINIMUM
"10006176",FCI BERLIN CAMP,1 SUCCESS LOOP ROAD,BERLIN,NH,"3570","-999",FEDERAL,OPEN,"63",COOS,USA,MINIMUM
"10006219",AHTANUM VIEW WORK RELEASE CENTER,2009 S 64TH AVE,YAKIMA,WA,"98903","-999",STATE,OPEN,"60",YAKIMA,USA,MINIMUM
"10000159",CI GILES W DALBY,805 N AVENUE F,POST,TX,"79356","-999",FEDERAL,OPEN,"1639",GARZA,USA,MINIMUM
"10002471",MADISON INN WORK RELEASE,102 21ST AVE E,SEATTLE,WA,"98112","-999",STATE,OPEN,"-999",KING,USA,MINIMUM
"10001677",AIRWAY HEIGHTS CORRECTIONS CENTER,11919 W SPRAGUE AVE,AIRWAY HEIGHTS,WA,"99001","1899",STATE,OPEN,"2195",SPOKANE,USA,CLOSE
"10001520",FCI FAIRTON,655 FAIRTON MILLVILLE RD,FAIRTON,NJ,"8320","-999",FEDERAL,OPEN,"1013",CUMBERLAND,USA,MEDIUM
"10006175",FCI BERLIN,1 SUCCESS LOOP ROAD,BERLIN,NH,"3570","-999",FEDERAL,OPEN,"867",COOS,USA,MEDIUM
"10006196",USP LEAVENWORTH CAMP,1300 METROPOLITAN AVENUE,LEAVENWORTH,KS,"66048","-999",FEDERAL,OPEN,"362",LEAVENWORTH,USA,MINIMUM
"10001684",WASHINGTON CORRECTIONS CENTER FOR WOMEN,9601 BUJACICH RD NW,GIG HARBOR,WA,"98332","8300",STATE,OPEN,"987",PIERCE,USA,CLOSE
"10001243",NORTHEAST NEW MEXICO DETENTION FACILITY,185 DR. MICHAEL JENKINS RD,CLAYTON,NM,"88415","-999",MULTI,OPEN,"622",UNION,USA,MEDIUM
"10001687",COYOTE RIDGE CORRECTIONS CENTER,1301 N EPHRATA AVE,CONNELL,WA,"99326","-999",STATE,OPEN,"2563",FRANKLIN,USA,MEDIUM
"10001748",FCI BUTNER LOW,OLD N CAROLINA HWY 75,BUTNER,NC,"27509","-999",FEDERAL,OPEN,"1197",GRANVILLE,USA,MINIMUM
"10002294",BROOKLYN COMMUNITY CORRECTIONAL CENTER,988 MYRTLE AVE,BROOKLYN,NY,"11206","-999",STATE,OPEN,"0",KINGS,USA,MINIMUM
"10002463",PENINSULA WORK RELEASE,1340 LLOYD PKWY,PORT ORCHARD,WA,"98367","-999",STATE,OPEN,"50",KITSAP,USA,MINIMUM
"10002479",MISSION CREEK CORRECTIONS CENTER FOR WOMEN,3420 NE SAND HILL RD,BELFAIR,WA,"98528","-999",STATE,OPEN,"317",MASON,USA,MINIMUM
"10001676",MONROE CORRECTIONAL COMPLEX,16550 177TH AVE SE,MONROE,WA,"98272","-999",STATE,OPEN,"2499",SNOHOMISH,USA,MAXIMUM
"10002455",OLYMPIC CORRECTIONS CENTER,11235 HOH MAINLINE,FORKS,WA,"98331","-999",STATE,OPEN,"392",JEFFERSON,USA,MINIMUM
"10001681",STAFFORD CREEK CORRECTIONS CENTER,191 CONSTANTINE WAY,ABERDEEN,WA,"98520","-999",STATE,OPEN,"1979",GRAYS HARBOR,USA,MAXIMUM
"10004095",FCI OAKDALE I,1507 EAST WHATLEY ROAD,OAKDALE,LA,"71463","-999",FEDERAL,OPEN,"1015",ALLEN,USA,MINIMUM
"10000987",CLALLAM BAY CORRECTIONS CENTER,1830 EAGLE CREST WAY,CLALLAM BAY,WA,"98326","-999",STATE,OPEN,"874",CLALLAM,USA,MAXIMUM
"10002491",CEDAR CREEK CORRECTIONS CENTER,12200 BORDEAUX RD,LITTLEROCK,WA,"98556","37",STATE,OPEN,"475",THURSTON,USA,MINIMUM
"10001807",MISSISSIPPI STATE PENITENTIARY,US HWY 49 W,PARCHMAN,MS,"38738","-999",STATE,OPEN,"3289",SUNFLOWER,USA,MAXIMUM
"10003017",FPC DULUTH,4464 RALSTON DRIVE,DULUTH,MN,"55811","-999",FEDERAL,OPEN,"627",ST. LOUIS,USA,MINIMUM
"10004168",FCI BUTNER MEDIUM I CAMP,OLD N CAROLINA HWY 75,BUTNER,NC,"27509","-999",FEDERAL,OPEN,"302",GRANVILLE,USA,MINIMUM
"10004023",FCI CUMBERLAND CAMP,14601 BURBRIDGE RD SE,CUMBERLAND,MD,"21502","-999",FEDERAL,OPEN,"258",ALLEGANY,USA,MINIMUM
"10001678",FDC SEATAC,2425 S 200TH ST,SEATTLE,WA,"98198","-999",FEDERAL,OPEN,"703",KING,USA,MAXIMUM
"10001690",LARCH CORRECTIONS CENTER,15314 NE DOLE VALLEY RD,YACOLT,WA,"98675","9531",STATE,OPEN,"473",CLARK,USA,MINIMUM
"10001760",FMC BUTNER,OLD N CAROLINA HWY 75,BUTNER,NC,"27509","-999",FEDERAL,OPEN,"945",GRANVILLE,USA,MAXIMUM
"10001633",MCFP SPRINGFIELD,1900 W SUNSHINE ST,SPRINGFIELD,MO,"65807","-999",FEDERAL,OPEN,"980",GREENE,USA,MAXIMUM
"10001320",FCI SANDSTONE,2300 COUNTY ROAD 29,SANDSTONE,MN,"55072","-999",FEDERAL,OPEN,"1196",PINE,USA,MINIMUM
"10003331",BASKERVILLE CORRECTIONAL CENTER,4150 HAYES MILL RD,BASKERVILLE,VA,"23915","-999",STATE,OPEN,"462",MECKLENBURG,USA,MEDIUM
"10001598",DEERFIELD WORK CENTER FOR MEN,15172 OLD BELFIELD RD,CAPRON,VA,"23829","-999",STATE,OPEN,"199",SOUTHAMPTON,USA,MINIMUM
"10003324",DEERFIELD CORRECTIONAL CENTER,21360 DEERFIELD DR,CAPRON,VA,"23829","-999",STATE,OPEN,"1059",SOUTHAMPTON,USA,MEDIUM
"10000615",ASPC-EYMAN,4374 E BUTTE AVE,FLORENCE,AZ,"85132","-999",STATE,OPEN,"5293",PINAL,USA,MAXIMUM
"10006528",EAST CENTRAL ARKANSAS COMMUNITY CORRECTION CENTER,200 WEST TYLER AVE,WEST MEMPHIS,AR,"72301","-999",STATE,OPEN,"245",CRITTENDEN,USA,NOT AVAILABLE
"10003208",TACONIC CORRECTIONAL FACILITY,250 HARRIS RD,BEDFORD HILLS,NY,"10507","2497",STATE,OPEN,"347",WESTCHESTER,USA,MEDIUM
"10001318",MCF - TOGO,62741 COUNTY ROAD 551,TOGO,MN,"55723","-999",STATE,OPEN,"86",ITASCA,USA,MINIMUM
"10001588",BLAND CORRECTIONAL CENTER,256 BLAND FARM RD,BLAND,VA,"24315","9615",STATE,OPEN,"642",BLAND,USA,MEDIUM
"10003233",EDGECOMBE RESIDENTIAL TREATMENT FACILITY,611 EDGECOMBE AVE,NEW YORK,NY,"10032","4398",STATE,OPEN,"125",NEW YORK,USA,MINIMUM
"10000994",FCI OXFORD,COUNTY RD G & ELK AVE,OXFORD,WI,"53952","-999",FEDERAL,OPEN,"905",ADAMS,USA,MEDIUM
"10001324",MCF - ST. CLOUD,2305 MINNESOTA BOULEVARD SE,SAINT CLOUD,MN,"56304","-999",STATE,OPEN,"1020",SHERBURNE,USA,CLOSE
"10001330",MCF - STILLWATER,970 PICKETT STREET,BAYPORT,MN,"55003","1490",STATE,OPEN,"1580",WASHINGTON,USA,CLOSE
"10001906",WRIGHTSVILLE UNIT,8400 STATE HIGHWAY 386,WRIGHTSVILLE,AR,"72183","-999",STATE,OPEN,"1305",PULASKI,USA,MEDIUM
"10001910",VARNER UNIT,PO BOX 600,GRADY,AR,"71644","600",STATE,OPEN,"1730",LINCOLN,USA,MAXIMUM
"10000078",OUACHITA RIVER UNIT,100 WALCO LANE,MALVERN,AR,"72104","-999",STATE,OPEN,"1854",HOT SPRING,USA,MEDIUM
"10000941",MOBERLY CORRECTIONAL CENTER,5201 SOUTH MORLEY ST,MOBERLY,MO,"65270","-999",STATE,OPEN,"1790",RANDOLPH,USA,MEDIUM
"10000750",CENTRAL NEW YORK PSYCHIATRIC CENTER,"9005 OLD RIVER RD, PO BOX 300",MARCY,NY,"13403","-999",STATE,OPEN,"-999",ONEIDA,USA,MAXIMUM
"10002469",BISHOP LEWIS WORK RELEASE,703 8TH AVE,SEATTLE,WA,"98104","-999",STATE,OPEN,"59",KING,USA,MINIMUM
"10006451",SOUTH CORRECTIONAL ENTITY REGIONAL JAIL,20817 17TH AVENUE SOUTH,DES MOINES,WA,"98198","-999",MULTI,OPEN,"-999",KING,USA,NOT AVAILABLE
"10004019",FCI FAIRTON CAMP,655 FAIRTON MILLVILLE RD,FAIRTON,NJ,"8320","-999",FEDERAL,OPEN,"116",CUMBERLAND,USA,MINIMUM
"10003203",FCI OTISVILLE CAMP,TWO MILE DR,OTISVILLE,NY,"10963","-999",FEDERAL,OPEN,"121",ORANGE,USA,MINIMUM
"10003598",FCI GILMER CAMP,201 FCI LANE,GLENVILLE,WV,"26351","-999",FEDERAL,OPEN,"64",GILMER,USA,MINIMUM
"10001583",KEEN MOUNTAIN CORRECTIONAL CENTER,STATE ROUTE 629,OAKWOOD,VA,"24631","-999",STATE,OPEN,"723",BUCHANAN,USA,CLOSE
"10003976",ASPC-FLORENCE,1305 E. BUTTE AVE,FLORENCE,AZ,"85132","-999",STATE,OPEN,"3666",PINAL,USA,MAXIMUM
"10003307",RED ONION STATE PRISON,10800 H JACK ROSE HWY,POUND,VA,"24279","-999",STATE,OPEN,"851",WISE,USA,MAXIMUM
"10002964",FCI SHERIDAN CAMP,27072 BALLSTON RD,SHERIDAN,OR,"97378","-999",FEDERAL,OPEN,"537",YAMHILL,USA,MINIMUM
"10000923",DILLWYN CORRECTIONAL CENTER,1522 PRISON RD,DILLWYN,VA,"23936","-999",STATE,OPEN,"917",BUCKINGHAM,USA,MEDIUM
"10000632",ASPC-DOUGLAS,6911 N BDI BLVD,DOUGLAS,AZ,"85607","-999",STATE,OPEN,"1806",COCHISE,USA,MEDIUM
"10000600",ASPC-FLORENCE GLOBE UNIT,1000 FAIRGROUNDS RD,GLOBE,AZ,"85501","-999",STATE,OPEN,"244",GILA,USA,MINIMUM
"10003262",HAYNESVILLE CORRECTIONAL CENTER,421 BARNFIELD RD,HAYNESVILLE,VA,"22472","-999",STATE,OPEN,"942",RICHMOND,USA,MEDIUM
"10004157",FRANKLIN CORRECTIONAL CENTER,5918 HWY 39 S,BUNN,NC,"27508","-999",STATE,OPEN,"452",FRANKLIN,USA,MEDIUM
"10001775",GREENE CORRECTIONAL INSTITUTION,2699 HWY 903,MAURY,NC,"28554","-999",STATE,OPEN,"616",GREENE,USA,MINIMUM
"10002656",WATERLOO RESIDENTIAL CORRECTIONAL FACILITY,310-314 E 6TH ST,WATERLOO,IA,"50704","-999",STATE,OPEN,"144",BLACK HAWK,USA,NOT AVAILABLE
"10001025",HARNETT CORRECTIONAL INSTITUTION,1210 E MCNEILL ST,LILLINGTON,NC,"27546","-999",STATE,OPEN,"988",HARNETT,USA,MEDIUM
"10001787",CRAVEN CORRECTIONAL INSTITUTION,600 ALLIGATOR RD,VANCEBORO,NC,"28586","-999",STATE,OPEN,"850",CRAVEN,USA,MEDIUM
"10001750",DAN RIVER PRISON WORK FARM,981 MURRAY RD,BLANCH,NC,"27212","-999",STATE,OPEN,"614",CASWELL,USA,MINIMUM
"10004159",FORSYTH CORRECTIONAL CENTER,307 CRAFT DR,WINSTON-SALEM,NC,"27105","-999",STATE,OPEN,"248",FORSYTH,USA,MINIMUM
"10006306",CAI - BOSTON AVENUE,2727 BOSTON AVENUE,SAN DIEGO,CA,"92113","-999",MULTI,OPEN,"-999",SAN DIEGO,USA,MINIMUM
"10002638",CATAWBA CORRECTIONAL CENTER,1347 PRISON CAMP RD,NEWTON,NC,"28658","-999",STATE,OPEN,"246",CATAWBA,USA,MINIMUM
"10001974",FCI BIG SPRING CAMP,1900 SIMLER AVE,BIG SPRING,TX,"79720","-999",FEDERAL,OPEN,"183",HOWARD,USA,MINIMUM
"10002640",CRAGGY CORRECTIONAL CENTER,2992 RIVERSIDE DRIVE,ASHEVILLE,NC,"28804","-999",STATE,OPEN,"594",BUNCOMBE,USA,MEDIUM
"10001975",FCI BIG SPRING,1900 SIMLER AVE,BIG SPRING,TX,"79720","-999",FEDERAL,OPEN,"1035",HOWARD,USA,MINIMUM
"10002097",BRIDGEWATER STATE HOSPITAL,20 ADMINISTRATION RD,BRIDGEWATER,MA,"2324","-999",STATE,OPEN,"191",PLYMOUTH,USA,MEDIUM
"10001749",CASWELL CORRECTIONAL CENTER,444 COUNTY HOME RD,BLANCH,NC,"27212","-999",STATE,OPEN,"460",CASWELL,USA,MEDIUM
"10002558",JACKSON CORRECTIONAL INSTITUTION,N 6500 HAIPEK RD,BLACK RIVER FALLS,WI,"54615","232",STATE,OPEN,"982",JACKSON,USA,MEDIUM
"10000191",FCI LA TUNA,8500 DONIPHAN ROAD,ANTHONY,TX,"79821","-999",FEDERAL,OPEN,"645",EL PASO,USA,MINIMUM
"10003070",USP LEWISBURG CAMP,2400 ROBERT F. MILLER DR,LEWISBURG,PA,"17837","-999",FEDERAL,OPEN,"355",UNION,USA,MINIMUM
"10003578",FTC OKLAHOMA CITY,7410 S MACARTHUR BLVD,OKLAHOMA CITY,OK,"73169","-999",FEDERAL,OPEN,"1406",OKLAHOMA,USA,MAXIMUM
"10001027",LUMBERTON CORRECTIONAL INSTITUTION,75 LEGEND RD,LUMBERTON,NC,"28359","-999",STATE,OPEN,"784",ROBESON,USA,MEDIUM
"10001770",MARION CORRECTIONAL INSTITUTION,355 OLD GLENWOOD DR,MARION,NC,"28752","-999",STATE,OPEN,"654",MCDOWELL,USA,CLOSE
"10003615",FCI FORREST CITY MEDIUM,1400 DALE BUMPERS ROAD,FORREST CITY,AR,"72335","-999",FEDERAL,OPEN,"1054",ST. FRANCIS,USA,MEDIUM
"10003392",MARION CORRECTIONAL INSTITUTION,940 MARION-WILLIAMSPORT RD,MARION,OH,"43302","-999",STATE,OPEN,"2296",MARION,USA,MEDIUM
"10000141",FPC MONTGOMERY,MAXWELL AIR FORCE BASE,MONTGOMERY,AL,"36112","-999",FEDERAL,OPEN,"858",MONTGOMERY,USA,MINIMUM
"10003069",USP LEWISBURG,2400 ROBERT F. MILLER DR,LEWISBURG,PA,"17837","-999",FEDERAL,OPEN,"177",UNION,USA,MAXIMUM
"10000601",FCI PHOENIX,37900 N 45TH AVE,PHOENIX,AZ,"85086","-999",FEDERAL,OPEN,"1078",MARICOPA,USA,MEDIUM
"10004197",LINCOLN CORRECTIONAL CENTER,464 ROPER DR,LINCOLNTON,NC,"28092","-999",STATE,OPEN,"233",LINCOLN,USA,MINIMUM
"10000627",USP TUCSON,9300 S WILMOT RD,TUCSON,AZ,"85756","-999",FEDERAL,OPEN,"1385",PIMA,USA,MAXIMUM
"10003614",FCI FORREST CITY LOW,1400 DALE BUMPERS ROAD,FORREST CITY,AR,"72335","-999",FEDERAL,OPEN,"1821",ST. FRANCIS,USA,MINIMUM
"10004193",HYDE CORRECTIONAL INSTITUTION,620 PRISON RD,FAIRFIELD,NC,"27826","-999",STATE,OPEN,"648",HYDE,USA,MEDIUM
"10000624",FCI TUCSON,8901 S WILMOT RD,TUCSON,AZ,"85706","-999",FEDERAL,OPEN,"630",PIMA,USA,MEDIUM
"10002569",WINNEBAGO CORRECTIONAL CENTER,4300 SHERMAN RD,WINNEBAGO,WI,"54985","128",STATE,OPEN,"289",WINNEBAGO,USA,MINIMUM
"10006298",FCI SEAGOVILLE CAMP,2113 NORTH HWY 175,SEAGOVILLE,TX,"75159","-999",FEDERAL,OPEN,"172",DALLAS,USA,MINIMUM
"10000095",MARBLE VALLEY REGIONAL CORRECTIONAL FACILITY,167 STATE ST,RUTLAND,VT,"5701","-999",STATE,OPEN,"130",RUTLAND,USA,NOT AVAILABLE
"10001914",CHITTENDEN REGIONAL CORRECTIONAL FACILITY,7 FARRELL ST,SOUTH BURLINGTON,VT,"5403","-999",STATE,OPEN,"142",CHITTENDEN,USA,NOT AVAILABLE
"10003790",LEA COUNTY CORRECTIONAL FACILITY,6900 W MILLEN DR,HOBBS,NM,"88240","-999",MULTI,OPEN,"1150",LEA,USA,MAXIMUM
"10001913",NORTHERN STATE CORRECTIONAL FACILITY,2559 GLEN RD,NEWPORT,VT,"5855","-999",STATE,OPEN,"414",ORLEANS,USA,MEDIUM
"10002485",SECURE COMMUNITY TRANSITION FACILITY - PIERCE COUNTY,11150 N 20TH AVE,LOWER PENINSULA,WA,"98303","-999",STATE,OPEN,"11",PIERCE,USA,NOT AVAILABLE
"10006668",SPECIAL COMMITMENT CENTER - TOTAL CONFINEMENT FACILITY,11150 N 20TH AVE,MCNEIL ISLAND,WA,"98303","-999",STATE,OPEN,"-999",PIERCE,USA,NOT AVAILABLE
"10000094",SOUTHERN STATE CORRECTIONAL FACILITY,700 CHARLESTOWN RD,SPRINGFIELD,VT,"5156","-999",STATE,OPEN,"313",WINDSOR,USA,NOT AVAILABLE
"10000981",NORTH CENTRAL CORRECTIONAL COMPLEX CAMP,332 MARION-WILLIAMSPORT RD E,MARION,OH,"43302","-999",STATE,OPEN,"405",MARION,USA,MINIMUM
"10002493",OLYMPIA WORK RELEASE,1800 11TH AVE SW,OLYMPIA,WA,"98502","-999",STATE,OPEN,"25",THURSTON,USA,MINIMUM
"10000281",MCI - CONCORD,965 ELM ST,CONCORD,MA,"1742","-999",STATE,OPEN,"727",MIDDLESEX,USA,MEDIUM
"10002472",REYNOLDS WORK RELEASE,410 4TH AVE,SEATTLE,WA,"98104","-999",STATE,OPEN,"94",KING,USA,MINIMUM
"10002505",TRI-CITIES WORK RELEASE,524 E BRUNEAU AVE,KENNEWICK,WA,"99336","-999",STATE,OPEN,"25",BENTON,USA,MINIMUM
"10001679",WASHINGTON CORRECTIONS CENTER,2321 WEST DAYTON AIRPORT RD,SHELTON,WA,"98584","-999",STATE,OPEN,"1924",MASON,USA,MAXIMUM
"10002440",BELLINGHAM WORK RELEASE,1127 N GARDEN ST,BELLINGHAM,WA,"98225","-999",STATE,OPEN,"25",WHATCOM,USA,MINIMUM
"10002460",BROWNSTONE WORK RELEASE,223 S BROWNE ST,SPOKANE,WA,"99201","-999",STATE,OPEN,"61",SPOKANE,USA,MINIMUM
"10002470",HELEN B RATCLIFF WORK RELEASE,1531 13TH AVE S,SEATTLE,WA,"98144","-999",STATE,OPEN,"40",KING,USA,MINIMUM
"10000830",USP VICTORVILLE,13777 AIR EXPRESSWAY BOULEVARD,VICTORVILLE,CA,"92394","-999",FEDERAL,OPEN,"1163",SAN BERNARDINO,USA,MAXIMUM
"10000580",FCI FLORENCE,5880 STATE HIGHWAY 67 SOUTH,FLORENCE,CO,"81226","-999",FEDERAL,OPEN,"993",FREMONT,USA,MEDIUM
"10004645",KROME NORTH SERVICE PROCESSING CENTER,18201 SOUTHWEST 12TH STREET,MIAMI,FL,"33194","-999",FEDERAL,OPEN,"568",MIAMI-DADE,USA,NOT AVAILABLE
"10003385",FCI ELKTON,8730 SCROGGS RD,LISBON,OH,"44432","-999",FEDERAL,OPEN,"2004",COLUMBIANA,USA,MINIMUM
"10003774","PENITENTIARY OF NEW MEXICO, LEVEL V UNIT",4311 STATE HWY 14,SANTA FE,NM,"87504","-999",STATE,OPEN,"300",SANTA FE,USA,MAXIMUM
"10003773","PENITENTIARY OF NEW MEXICO, LEVEL VI UNIT",4311 STATE HWY 14,SANTA FE,NM,"87504","-999",STATE,OPEN,"300",SANTA FE,USA,MAXIMUM
"10003618",ARKANSAS STATE HOSPITAL,305 SOUTH PALM STREET,LITTLE ROCK,AR,"72205","-999",STATE,OPEN,"-999",PULASKI,USA,NOT AVAILABLE
"10000613",FCI SAFFORD,1529 W HWY 366,SAFFORD,AZ,"85546","-999",FEDERAL,OPEN,"873",GRAHAM,USA,MINIMUM
"10003791",OTERO COUNTY PRISON FACILITY,10 MCGREGOR RANGE RD,CHAPARRAL,NM,"88081","-999",MULTI,OPEN,"1004",OTERO,USA,MAXIMUM
"10003794","SOUTHERN NM CORRECTIONAL FACILITY, LEVEL II UNIT",1983 JOE R SILVA BLVD,LAS CRUCES,NM,"88004","639",STATE,OPEN,"271",DONA ANA,USA,MINIMUM
"10001244",WESTERN NM CORRECTIONAL FACILITY,2111 LOBO CANYON RD,GRANTS,NM,"87020","-999",STATE,OPEN,"357",CIBOLA,USA,CLOSE
"10003775","PENITENTIARY OF NEW MEXICO, LEVEL II UNIT",4311 STATE HWY 14,SANTA FE,NM,"87504","-999",STATE,OPEN,"191",SANTA FE,USA,MINIMUM
"10001116",NORTHWEST STATE CORRECTIONAL FACILITY,3649 LOWER NEWTON RD,SWANTON,VT,"5488","-999",STATE,OPEN,"215",FRANKLIN,USA,CLOSE
"10002436",RIVER CITY CORRECTIONAL CENTER,3220 COLERAIN AVE,CINCINNATI,OH,"45225","-999",STATE,OPEN,"212",HAMILTON,USA,MINIMUM
