,system:index,DateTime,FACILITYID,Hour,NAME,Year,pressure,specific_humidity,temperature,max_heat_index,relative_humidity,heat_index_risk_level,Date,avg_heat_index
197278,A20030808_2100_0000000000000000048e,8/8/2003 21:00,10000228,21,KYLE CORRECTIONAL CENTER,2003,98807.93,0.0127383,43.03,113.4532694,22.62345288,Danger,8/8/2003,100.15044392978261
197164,A20030807_2100_000000000000000005f1,8/7/2003 21:00,10000229,21,STILES UNIT,2003,101040.87,0.0194546,36.66003906,111.7554891,48.86272287,Danger,8/7/2003,97.30031582945651
197120,A20030807_2100_00000000000000000489,8/7/2003 21:00,10000234,21,JESTER III UNIT / TRUSTY CAMP,2003,100859.75,0.015397,40.13003906,112.0556222,32.32239376,Danger,8/7/2003,99.36648940695653
197322,A20030808_2100_00000000000000000152,8/8/2003 21:00,10000237,21,TORRES PRISON,2003,98073.21,0.0129187,42.04,111.5042528,23.9778601,Danger,8/8/2003,99.37388749521739
197296,A20030808_2100_000000000000000005e3,8/8/2003 21:00,10000238,21,NEY STATE JAIL,2003,98073.21,0.0129187,42.04,111.5042528,23.9778601,Danger,8/8/2003,99.37388749521739
197060,A20030807_2100_00000000000000000602,8/7/2003 21:00,10000241,21,C T TERRELL PRISON,2003,100979.43,0.0172282,38.18003906,110.9298594,40.0301936,Danger,8/7/2003,98.52647325717392
197153,A20030807_2100_000000000000000005e7,8/7/2003 21:00,10000242,21,RAMSEY PRISON,2003,100979.43,0.0172282,38.18003906,110.9298594,40.0301936,Danger,8/7/2003,98.52647325717392
197068,A20030807_2100_00000000000000000464,8/7/2003 21:00,10000243,21,CLEMENS PRISON,2003,101196.39,0.0204002,32.45003906,103.5658481,64.69669676,Danger,8/7/2003,94.36183073717392
197165,A20030807_2100_00000000000000000151,8/7/2003 21:00,10000244,21,STRINGFELLOW PRISON,2003,100979.43,0.0172282,38.18003906,110.9298594,40.0301936,Danger,8/7/2003,98.52647325717392
197160,A20030807_2100_000000000000000005ec,8/7/2003 21:00,10000245,21,SCOTT PRISON,2003,101160.55,0.0196394,34.33003906,106.6386382,56.13977223,Danger,8/7/2003,95.67135039869564
197077,A20030807_2100_0000000000000000046b,8/7/2003 21:00,10000246,21,DARRINGTON UNIT,2003,100912.87,0.0162298,39.27003906,111.5914151,35.62186176,Danger,8/7/2003,99.05922193891304
197203,A20030808_2100_00000000000000000461,8/8/2003 21:00,10000247,21,BRISCOE PRISON,2003,99257.21,0.0133859,41.61,111.5727216,25.69195369,Danger,8/8/2003,101.52220359456521
186996,A20030603_2100_00000000000000000495,6/3/2003 21:00,10000248,21,MCCONNELL PRISON,2003,99849.4,0.0151352,39.66,110.2669762,32.27687936,Danger,6/3/2003,101.03419132336957
188596,A20030613_2100_00000000000000000108,6/13/2003 21:00,10000252,21,WILLACY COUNTY STATE JAIL,2003,100414.8,0.0167469,38.77,111.2234524,37.52495631,Danger,6/13/2003,101.86101955663044
199512,A20030822_2100_00000000000000000440,8/22/2003 21:00,10001014,21,TURNEY CENTER INDUSTRIAL COMPLEX,2003,99301.71,0.0194273,31.9,99.69572309,62.51853897,Extreme Caution,8/22/2003,89.19183418597827
199669,A20030823_2100_0000000000000000045a,8/23/2003 21:00,10001015,21,TURNEY CENTER INDUSTRIAL COMPLEX - ANNEX,2003,99135.66,0.0193678,32.08,99.96969856,61.60089768,Extreme Caution,8/23/2003,89.30572374380435
197294,A20030808_2100_000000000000000005e1,8/8/2003 21:00,10001274,21,MURRAY PRISON,2003,97867.13,0.0123383,42.73,112.0153105,22.07056023,Danger,8/8/2003,99.28469675000001
197220,A20030808_2100_000000000000000005e0,8/8/2003 21:00,10001275,21,CRAIN UNIT,2003,97867.13,0.0123383,42.73,112.0153105,22.07056023,Danger,8/8/2003,99.28469675000001
197102,A20030807_2100_0000000000000000017d,8/7/2003 21:00,10001279,21,FPC BRYAN,2003,100052.07,0.011151,42.90003906,110.9741665,20.27190348,Danger,8/7/2003,100.76524914032609
197175,A20030807_2100_00000000000000000315,8/7/2003 21:00,10001283,21,USP BEAUMONT CAMP,2003,101040.87,0.0194546,36.66003906,111.7554891,48.86272287,Danger,8/7/2003,97.30031582945651
200117,A20030826_2100_0000000000000000043d,8/26/2003 21:00,10001703,21,NORTHEAST CORRECTIONAL COMPLEX - ANNEX,2003,90151.62,0.0177141,26.37,82.26863964,71.56008907,Caution,8/26/2003,72.29070595793478
200135,A20030826_2100_0000000000000000043f,8/26/2003 21:00,10001705,21,TENNESSEE PRISON FOR WOMEN,2003,99684.42,0.0191477,33.12,102.2570637,57.78208618,Extreme Caution,8/26/2003,89.58040957326087
200104,A20030826_2100_000000000000000003b8,8/26/2003 21:00,10001708,21,LOIS M DEBERRY SPECIAL NEEDS FACILITY,2003,99606.34,0.0192437,32.99,102.0942397,58.43781297,Extreme Caution,8/26/2003,89.34780849554348
200123,A20030826_2100_0000000000000000043e,8/26/2003 21:00,10001709,21,RIVERBEND MAXIMUM SECURITY INSTITUTION,2003,99606.34,0.0192437,32.99,102.0942397,58.43781297,Extreme Caution,8/26/2003,89.34780849554348
194551,A20030722_0000_0000000000000000044b,7/22/2003 0:00,10001711,0,WEST TENNESSEE STATE PENITENTIARY,2003,99745.56,0.0220079,32.87,107.2218807,66.91924945,Danger,7/22/2003,93.53834379565217
200046,A20030826_2100_00000000000000000130,8/26/2003 21:00,10001713,21,BLEDSOE COUNTY CORRECTIONAL COMPLEX,2003,95597.38,0.0171377,30.3,91.57406562,58.4951717,Extreme Caution,8/26/2003,81.008054515
199761,A20030824_2100_0000000000000000013e,8/24/2003 21:00,10001716,21,HARDEMAN COUNTY CORRECTIONAL FACILITY,2003,99971.09,0.020284,32.89,103.9317856,62.01096893,Danger,8/24/2003,91.49187543043479
199830,A20030824_2100_00000000000000000457,8/24/2003 21:00,10001717,21,WHITEVILLE CORRECTIONAL FACILITY,2003,99971.09,0.020284,32.89,103.9317856,62.01096893,Danger,8/24/2003,91.49187543043479
199837,A20030825_1800_000000000000000003eb,8/25/2003 18:00,10001718,18,FCI MEMPHIS,2003,100715.4,0.020535,33.3,105.7469051,61.76723084,Danger,8/25/2003,93.31018267271739
199841,A20030825_1800_00000000000000000441,8/25/2003 18:00,10001720,18,MARK H LUTTRELL TRANSITION CENTER,2003,100715.4,0.020535,33.3,105.7469051,61.76723084,Danger,8/25/2003,93.31018267271739
196574,A20030804_2100_0000000000000000048d,8/4/2003 21:00,10001966,21,BATEN ISF,2003,90171.22,0.008304,40.27,101.3469609,15.74895007,Extreme Caution,8/4/2003,90.73089205956522
196672,A20030804_2100_000000000000000005e2,8/4/2003 21:00,10001967,21,NEAL PRISON,2003,89060.18,0.00795,39.64,99.82623784,15.41608167,Extreme Caution,8/4/2003,90.44065907532608
197057,A20030807_2100_0000000000000000045e,8/7/2003 21:00,10001969,21,BRIDGEPORT CORRECTIONAL CENTER,2003,98162.15,0.0089594,43.66003906,109.0760371,15.44364084,Danger,8/7/2003,100.13232897880435
197248,A20030808_2100_00000000000000000528,8/8/2003 21:00,10001972,21,FMC CARSWELL CAMP,2003,98708.09,0.0126607,41.93,111.0071226,23.80418873,Danger,8/8/2003,100.87636435195651
197234,A20030808_2100_00000000000000000296,8/8/2003 21:00,10001974,21,FCI BIG SPRING CAMP,2003,92719.61,0.0086091,41.09,103.361692,16.05967892,Danger,8/8/2003,94.3065506226087
197233,A20030808_2100_00000000000000000298,8/8/2003 21:00,10001975,21,FCI BIG SPRING,2003,92719.61,0.0086091,41.09,103.361692,16.05967892,Danger,8/8/2003,94.3065506226087
196901,A20030806_2100_000000000000000004f6,8/6/2003 21:00,10001977,21,BRADSHAW STATE JAIL,2003,99455.96,0.0149224,39.24,108.8667378,32.43773239,Danger,8/6/2003,97.98068652141305
196898,A20030806_2100_0000000000000000045c,8/6/2003 21:00,10001978,21,BETO PRISON,2003,99813.08,0.0138652,40.82,110.7484557,27.8718405,Danger,8/6/2003,100.03949821
197448,A20030809_2100_000000000000000001e8,8/9/2003 21:00,10001981,21,CI EDEN,2003,94231.72,0.0103012,41.19,105.5654123,19.34276877,Danger,8/9/2003,95.41718285326087
197204,A20030808_2100_00000000000000000463,8/8/2003 21:00,10001984,21,BYRD DIAGNOSTIC INTAKE FACILITY,2003,99707.77,0.0157595,38.29,108.1780818,36.07409221,Danger,8/8/2003,98.55522768445653
197088,A20030807_2100_0000000000000000031a,8/7/2003 21:00,10001989,21,FCI BEAUMONT MEDIUM,2003,101040.87,0.0194546,36.66003906,111.7554891,48.86272287,Danger,8/7/2003,97.30031582945651
197174,A20030807_2100_0000000000000000051f,8/7/2003 21:00,10001990,21,USP BEAUMONT,2003,101040.87,0.0194546,36.66003906,111.7554891,48.86272287,Danger,8/7/2003,97.30031582945651
196706,A20030804_2100_00000000000000000062,8/4/2003 21:00,10002713,21,WHEELER STATE JAIL,2003,89695.06,0.0074496,40.46,100.934191,13.94264484,Extreme Caution,8/4/2003,91.30691032891305
196625,A20030804_2100_00000000000000000474,8/4/2003 21:00,10002714,21,FORMBY STATE JAIL,2003,89695.06,0.0074496,40.46,100.934191,13.94264484,Extreme Caution,8/4/2003,91.30691032891305
195033,A20030725_2100_0000000000000000045b,7/25/2003 21:00,10002716,21,ALLRED PRISON,2003,97852.87,0.0138098,40.58003906,109.688118,27.56883577,Danger,7/25/2003,99.76910037695653
194090,A20030719_2100_000000000000000005de,7/19/2003 21:00,10002725,21,CHOICE MOORE TRANSFER FACILITY,2003,99272.63,0.0106187,43.02,110.3046654,19.05958199,Danger,7/19/2003,99.50357328749999
194100,A20030719_2100_00000000000000000466,7/19/2003 21:00,10002726,21,COLE STATE JAIL,2003,99272.63,0.0106187,43.02,110.3046654,19.05958199,Danger,7/19/2003,99.50357328749999
197292,A20030808_2100_000000000000000005dd,8/8/2003 21:00,10002729,21,MONTFORD UNIT - PSYCHIATRIC FACILITY,2003,90582.01,0.0075027,40.61,101.3036315,14.06611284,Extreme Caution,8/8/2003,92.32450588184783
197012,A20030806_2100_000000000000000005f3,8/6/2003 21:00,10002731,21,TELFORD PRISON,2003,99777.24,0.0146748,39.19,108.4325392,32.10866298,Danger,8/6/2003,98.03256339804348
196967,A20030806_2100_00000000000000000488,8/6/2003 21:00,10002755,21,HUTCHINS STATE JAIL,2003,99350.36,0.009798,43.69,110.4359742,17.03054333,Danger,8/6/2003,101.36591617717392
197483,A20030809_2100_000000000000000005ef,8/9/2003 21:00,10002758,21,SMITH PRISON,2003,91256.36,0.0080972,40.42,101.5261544,15.42584054,Extreme Caution,8/9/2003,92.76793711695653
197311,A20030808_2100_0000000000000000051e,8/8/2003 21:00,10002759,21,SAYLE SAFPF,2003,96592.89,0.0100739,43.49,110.0431003,17.19050341,Danger,8/8/2003,98.93395929956522
196924,A20030806_2100_0000000000000000046f,8/6/2003 21:00,10002784,21,EAST TEXAS TREATMENT FACILITY,2003,99455.96,0.0149224,39.24,108.8667378,32.43773239,Danger,8/6/2003,97.98068652141305
196963,A20030806_2100_00000000000000000483,8/6/2003 21:00,10002791,21,HODGE UNIT,2003,99296.6,0.0150792,38.88,108.2730677,33.35327099,Danger,8/6/2003,97.82127712206521
197006,A20030806_2100_000000000000000005ee,8/6/2003 21:00,10002792,21,SKYVIEW PSYCHIATRIC FACILITY,2003,99296.6,0.0150792,38.88,108.2730677,33.35327099,Danger,8/6/2003,97.82127712206521
197262,A20030808_2100_0000000000000000047f,8/8/2003 21:00,10002799,21,HAVINS PRE-RELEASE FACILITY,2003,96216.57,0.0092695,43.15,108.300045,16.07140922,Danger,8/8/2003,98.0981959648913
193360,A20030714_2100_000000000000000001c6,7/14/2003 21:00,10002800,21,FCI LA TUNA CAMP,2003,87082.95,0.0054126,38.96,96.94435221,10.7141088,Extreme Caution,7/14/2003,90.89064041119566
196810,A20030805_2100_000000000000000001c7,8/5/2003 21:00,10002801,21,FSL LA TUNA (EL PASO),2003,87892.31,0.0065717,39.05003906,97.76330081,13.02709091,Extreme Caution,8/5/2003,91.52182186293477
196856,A20030805_2100_000000000000000005eb,8/5/2003 21:00,10002802,21,SANCHEZ STATE JAIL,2003,87892.31,0.0065717,39.05003906,97.76330081,13.02709091,Extreme Caution,8/5/2003,91.52182186293477
197264,A20030808_2100_0000000000000000010a,8/8/2003 21:00,10002817,21,HILLTOP UNIT,2003,97867.13,0.0123383,42.73,112.0153105,22.07056023,Danger,8/8/2003,99.28469675000001
196925,A20030806_2100_00000000000000000470,8/6/2003 21:00,10002822,21,EASTHAM PRISON AND TRUSTY CAMP,2003,100432.6,0.0150824,39.21,109.3168798,33.14761299,Danger,8/6/2003,100.15942723554348
196962,A20030806_2100_00000000000000000482,8/6/2003 21:00,10002827,21,HOBBY PRISON,2003,99680.6,0.0122068,42.79,112.295028,22.17744101,Danger,8/6/2003,101.64202280369565
196984,A20030806_2100_00000000000000000494,8/6/2003 21:00,10002828,21,MARLIN UNIT,2003,99680.6,0.0122068,42.79,112.295028,22.17744101,Danger,8/6/2003,101.64202280369565
197259,A20030808_2100_0000000000000000047d,8/8/2003 21:00,10002835,21,HALBERT UNIT,2003,96806.01,0.0108303,42.15,108.495221,19.8317548,Danger,8/8/2003,97.86117148532608
197299,A20030808_2100_000000000000000005e4,8/8/2003 21:00,10002838,21,PACK PRISON AND TRUSTY CAMP,2003,100158.33,0.0158543,39.51,111.2484931,34.12736847,Danger,8/8/2003,100.41178517891305
197323,A20030808_2100_0000000000000000008b,8/8/2003 21:00,10002843,21,TRAVIS COUNTY UNIT,2003,98857.21,0.0123203,43.02,112.7827029,21.92658491,Danger,8/8/2003,100.9015435677174
197150,A20030807_2100_000000000000000005e5,8/7/2003 21:00,10002844,21,PLANE STATE JAIL,2003,100829.03,0.0172358,38.12003906,110.7543833,40.11763933,Danger,8/7/2003,98.05883817815219
197112,A20030807_2100_00000000000000000480,8/7/2003 21:00,10002845,21,HENLEY STATE JAIL,2003,100829.03,0.0172358,38.12003906,110.7543833,40.11763933,Danger,8/7/2003,98.05883817815219
197329,A20030808_2100_000000000000000000fe,8/8/2003 21:00,10002851,21,VAL VERDE CORRECTIONAL FACILITY,2003,97803.77,0.0109043,43.38,111.1840866,18.90937996,Danger,8/8/2003,101.6232954248913
197105,A20030807_2100_00000000000000000478,8/7/2003 21:00,10002857,21,GIST STATE JAIL,2003,101040.87,0.0194546,36.66003906,111.7554891,48.86272287,Danger,8/7/2003,97.30031582945651
197128,A20030807_2100_0000000000000000048f,8/7/2003 21:00,10002858,21,LEBLANC PRE-RELEASE FACILITY,2003,101040.87,0.0194546,36.66003906,111.7554891,48.86272287,Danger,8/7/2003,97.30031582945651
197087,A20030807_2100_000000000000000001c9,8/7/2003 21:00,10002860,21,FCI BEAUMONT LOW,2003,101040.87,0.0194546,36.66003906,111.7554891,48.86272287,Danger,8/7/2003,97.30031582945651
197135,A20030807_2100_00000000000000000492,8/7/2003 21:00,10002862,21,LYCHNER STATE JAIL,2003,100893.67,0.0166902,38.67003906,111.0405066,37.78482732,Danger,8/7/2003,98.4762161004348
197125,A20030807_2100_00000000000000000603,8/7/2003 21:00,10002869,21,KEGANS STATE JAIL,2003,100917.35,0.016489,38.88003906,111.1651275,36.93613846,Danger,8/7/2003,98.71640761402173
197095,A20030807_2100_000000000000000001c8,8/7/2003 21:00,10002872,21,FDC HOUSTON,2003,100917.35,0.016489,38.88003906,111.1651275,36.93613846,Danger,8/7/2003,98.71640761402173
197281,A20030808_2100_00000000000000000491,8/8/2003 21:00,10002876,21,LOCKHART CORRECTIONAL FACILITY,2003,99205.37,0.0128915,43.25,114.2440221,22.71585349,Danger,8/8/2003,100.82462769826087
197119,A20030807_2100_000000000000000004fc,8/7/2003 21:00,10002884,21,JESTER I UNIT,2003,100792.55,0.0142746,41.30003906,112.7198078,28.21843009,Danger,8/7/2003,99.83854585532609
197177,A20030807_2100_00000000000000000105,8/7/2003 21:00,10002885,21,VANCE UNIT,2003,100859.75,0.015397,40.13003906,112.0556222,32.32239376,Danger,8/7/2003,99.36648940695653
197121,A20030807_2100_0000000000000000048a,8/7/2003 21:00,10002886,21,JESTER IV (PSYCHIATRIC FACILITY),2003,100859.75,0.015397,40.13003906,112.0556222,32.32239376,Danger,8/7/2003,99.36648940695653
197224,A20030808_2100_0000000000000000046d,8/8/2003 21:00,10002893,21,DOMINGUEZ STATE PRISON,2003,98862.97,0.0134695,42.11,112.6926994,25.07386908,Danger,8/8/2003,100.40291057499999
197183,A20030807_2100_000000000000000000b5,8/7/2003 21:00,10002897,21,YOUNG MEDICAL FACILITY COMPLEX,2003,101158.63,0.0200818,34.10003906,106.974472,58.0800108,Danger,8/7/2003,95.07419376978261
197317,A20030808_2100_000000000000000005f0,8/8/2003 21:00,10002900,21,STEVENSON PRISON,2003,100186.49,0.0145007,41.45,113.2833256,28.25159842,Danger,8/8/2003,100.88987874380436
197276,A20030808_2100_000000000000000000fd,8/8/2003 21:00,10002904,21,KARNES COUNTY CORRECTIONAL CENTER,2003,99932.41,0.0143071,41.3,112.5600989,28.03908624,Danger,8/8/2003,100.98018232347826
197218,A20030808_2100_00000000000000000467,8/8/2003 21:00,10002905,21,CONNALLY PRISON,2003,99933.05,0.0144347,40.98,112.0663721,28.76437694,Danger,8/8/2003,100.7216835023913
188249,A20030611_2100_000000000000000001cc,6/11/2003 21:00,10002913,21,FCI THREE RIVERS,2003,99837.19,0.0189356,37.51003906,112.2341392,44.91981557,Danger,6/11/2003,102.48131923445654
188250,A20030611_2100_000000000000000001cd,6/11/2003 21:00,10002914,21,FCI THREE RIVERS CAMP,2003,99837.19,0.0189356,37.51003906,112.2341392,44.91981557,Danger,6/11/2003,102.48131923445654
197255,A20030808_2100_00000000000000000477,8/8/2003 21:00,10002916,21,GARZA WEST TRANSFER FACILITY,2003,100340.09,0.0147371,39.76,109.9526252,31.44498853,Danger,8/8/2003,100.55356883641304
197254,A20030808_2100_00000000000000000476,8/8/2003 21:00,10002917,21,GARZA EAST TRANSFER FACILITY,2003,100340.09,0.0147371,39.76,109.9526252,31.44498853,Danger,8/8/2003,100.55356883641304
197219,A20030808_2100_00000000000000000468,8/8/2003 21:00,10002920,21,COTULLA TRANSFER FACILITY,2003,99539.45,0.0132931,41.65,111.5735063,25.53831853,Danger,8/8/2003,102.03717737413044
186966,A20030603_2100_00000000000000000479,6/3/2003 21:00,10002928,21,GLOSSBRENNER PRISON-SAFPF,2003,99078.2,0.0139268,40.44,109.8427861,28.35301876,Danger,6/3/2003,100.46579705967392
188579,A20030613_2100_000000000000000005ed,6/13/2003 21:00,10002940,21,SEGOVIA PRE-RELEASE FACILITY,2003,100230.48,0.0163625,39.01,111.0248491,36.160767,Danger,6/13/2003,102.648991925
188565,A20030613_2100_0000000000000000000e,6/13/2003 21:00,10002941,21,LOPEZ STATE JAIL,2003,100230.48,0.0163625,39.01,111.0248491,36.160767,Danger,6/13/2003,102.648991925
200118,A20030826_2100_0000000000000000043c,8/26/2003 21:00,10003492,21,NORTHEAST CORRECTIONAL COMPLEX-MAIN,2003,91762.5,0.0184269,27.74,86.2636575,69.7891911,Caution,8/26/2003,74.70676456358696
194491,A20030721_2100_00000000000000000447,7/21/2003 21:00,10003496,21,NORTHWEST CORRECTIONAL COMPLEX,2003,99500.85,0.0214883,34.62,110.4069367,59.17912859,Danger,7/21/2003,92.87418140782609
200112,A20030826_2100_0000000000000000043b,8/26/2003 21:00,10003507,21,MORGAN COUNTY CORRECTIONAL COMPLEX,2003,96932.42,0.0183509,31.13,95.39990307,60.3852637,Extreme Caution,8/26/2003,83.16096223826086
199661,A20030823_2100_0000000000000000044f,8/23/2003 21:00,10003538,21,SOUTH CENTRAL CORRECTIONAL CENTER,2003,99135.66,0.0193678,32.08,99.96969856,61.60089768,Extreme Caution,8/23/2003,89.30572374380435
198893,A20030818_2100_000000000000000002ce,8/18/2003 21:00,10003539,21,WEST TENNESSEE DETENTION FACILITY,2003,100321.11,0.0191815,34.42,105.6254064,54.1657935,Danger,8/18/2003,93.0414995573913
198798,A20030818_2100_000000000000000003ea,8/18/2003 21:00,10003542,21,FCI MEMPHIS CAMP,2003,100445.27,0.0190179,34.68,105.9714058,53.02023933,Danger,8/18/2003,93.45395469434783
196937,A20030806_2100_00000000000000000505,8/6/2003 21:00,10005113,21,FCI TEXARKANA,2003,99871.32,0.01583,38.51,108.8439504,35.85931164,Danger,8/6/2003,97.86900383
196938,A20030806_2100_000000000000000002ba,8/6/2003 21:00,10005114,21,FCI TEXARKANA CAMP,2003,99871.32,0.01583,38.51,108.8439504,35.85931164,Danger,8/6/2003,97.86900383
197173,A20030807_2100_00000000000000000485,8/7/2003 21:00,10005130,21,TX DEPARTMENT OF CRIMINAL JUSTICE - HOSPITAL GALVESTON,2003,101246.31,0.0216774,30.71003906,101.3443843,75.6867531,Extreme Caution,8/7/2003,92.26902196076087
197232,A20030808_2100_000000000000000002cd,8/8/2003 21:00,10006238,21,FCI BASTROP CAMP,2003,99312.25,0.0127591,43.2,113.9480436,22.57321694,Danger,8/8/2003,101.46180603586956
196936,A20030806_2100_000000000000000002a4,8/6/2003 21:00,10006298,21,FCI SEAGOVILLE CAMP,2003,99387.48,0.0100244,43.61,110.6117369,17.49332998,Danger,8/6/2003,101.27844834467392
186928,A20030603_2100_000000000000000004fe,6/3/2003 21:00,10006300,21,CHASE FIELD WILDERNESS UNIT,2003,99849.4,0.0151352,39.66,110.2669762,32.27687936,Danger,6/3/2003,101.03419132336957
199510,A20030822_2100_00000000000000000456,8/22/2003 21:00,10006664,21,TROUSDALE TURNER CORRECTIONAL CENTER,2003,99243.47,0.0198637,32.46,101.8075573,61.82695887,Extreme Caution,8/22/2003,88.2183258673913
207837,A20040715_2100_00000000000000000469,7/15/2004 21:00,10000151,21,DALHART PRISON,2004,88120.84,0.0101764,36.82,96.19999748,22.61761197,Extreme Caution,7/15/2004,87.66707134804348
211000,A20040804_2100_0000000000000000048c,8/4/2004 21:00,10000152,21,JORDAN PRISON,2004,90418.86,0.0117518,36.52,97.24515677,27.1353979,Extreme Caution,8/4/2004,88.36965983608695
210823,A20040803_2100_00000000000000000465,8/3/2004 21:00,10000154,21,CLEMENTS PRISON,2004,89197.83,0.0114826,36.09,95.98668981,26.79874709,Extreme Caution,8/3/2004,88.13472657815217
211052,A20040804_2100_000000000000000000b1,8/4/2004 21:00,10000155,21,TULIA TRANSFER FACILITY,2004,89364.78,0.0116826,36.27,96.54580224,27.03403834,Extreme Caution,8/4/2004,88.48444368902175
211034,A20040804_2100_000000000000000005e8,8/4/2004 21:00,10000156,21,ROACH UNIT,2004,94493.1,0.0126174,40.26,106.6103805,24.81662637,Danger,8/4/2004,94.62796719130434
214143,A20040824_2100_00000000000000000159,8/24/2004 21:00,10000157,21,LINDSEY STATE JAIL,2004,96836.49,0.0163634,37.82,107.3014775,37.2602645,Danger,8/24/2004,94.80659191891304
210932,A20040804_2100_0000000000000000025f,8/4/2004 21:00,10000159,21,CI GILES W DALBY,2004,92644.14,0.0126286,37.52,100.5434231,28.2270092,Extreme Caution,8/4/2004,92.83704107782609
211036,A20040804_2100_00000000000000000153,8/4/2004 21:00,10000160,21,RUDD TRANSFER FACILITY,2004,89899.18,0.0117998,36.64,97.46529015,26.90885475,Extreme Caution,8/4/2004,90.20611366402173
211170,A20040805_2100_0000000000000000048b,8/5/2004 21:00,10000161,21,JOHNSTON SAFPF,2004,99166.34,0.0145136,38.02,105.4236456,33.63359277,Danger,8/5/2004,95.74101630543478
214118,A20040824_2100_000000000000000002d3,8/24/2004 21:00,10000163,21,FMC FORT WORTH,2004,98641.29,0.017933,36.75,108.1150621,43.9212365,Danger,8/24/2004,96.9029446648913
214116,A20040824_2100_0000000000000000018d,8/24/2004 21:00,10000165,21,FMC CARSWELL,2004,98629.77,0.0179482,36.9,108.4863677,43.59258194,Danger,8/24/2004,96.86925639271739
214109,A20040824_2100_00000000000000000300,8/24/2004 21:00,10000172,21,FCI SEAGOVILLE,2004,99536.01,0.0178522,36.11,106.7945819,45.70527752,Danger,8/24/2004,98.03721749369565
210882,A20040803_2100_0000000000000000046a,8/3/2004 21:00,10000174,21,PRICE DANIEL UNIT,2004,93065.35,0.0134074,36.52,99.4267327,31.7314496,Extreme Caution,8/3/2004,92.49859515456522
214477,A20040826_2100_000000000000000005e9,8/26/2004 21:00,10000175,21,ROBERTSON PRISON,2004,95049.5,0.0151694,37.08,103.3484746,35.40368218,Danger,8/26/2004,95.08966563836957
208223,A20040717_2100_00000000000000000496,7/17/2004 21:00,10000176,21,MIDDLETON TRANSFER FACILITY,2004,95066.65,0.0120251,38.5,102.2658111,26.19328383,Extreme Caution,7/17/2004,93.99888326652173
214102,A20040824_2100_000000000000000005f2,8/24/2004 21:00,10000178,21,ESTES PRISON,2004,98711.05,0.017785,36.05,106.2568151,45.31265019,Danger,8/24/2004,96.81297525336957
210903,A20040803_2100_00000000000000000155,8/3/2004 21:00,10000180,21,WALLACE UNIT,2004,93813.51,0.0135294,37.25,101.2565797,31.00533751,Extreme Caution,8/3/2004,94.01493889184783
210818,A20040803_2100_000000000000000000ba,8/3/2004 21:00,10000182,21,CI BIG SPRING,2004,92652.55,0.0131906,36.92,99.9398097,30.42347063,Extreme Caution,8/3/2004,93.07085843945652
211123,A20040805_2100_000000000000000002e1,8/5/2004 21:00,10000183,21,BILLY MOORE CORRECTIONAL CENTER,2004,99494.66,0.0155416,37.72,106.467077,36.63376763,Danger,8/5/2004,95.99520441228262
210685,A20040802_2100_0000000000000000047c,8/2/2004 21:00,10000184,21,GURNEY TRANSFER FACILITY,2004,100298.19,0.0173956,36.14,106.2922659,44.85440975,Danger,8/2/2004,97.4961075627174
201056,A20040601_2100_000000000000000005e6,6/1/2004 21:00,10000185,21,POWLEDGE PRISON,2004,99900.26,0.0174017,36.71,107.4856246,43.31587382,Danger,6/1/2004,98.0287620625
208222,A20040717_2100_0000000000000000000f,7/17/2004 21:00,10000186,21,MICHAEL STATE PRISON,2004,100221.85,0.0158571,37.76,107.2824817,37.53920977,Danger,7/17/2004,98.34580744423914
208169,A20040717_2100_0000000000000000000d,7/17/2004 21:00,10000187,21,COFFIELD UNIT,2004,100221.85,0.0158571,37.76,107.2824817,37.53920977,Danger,7/17/2004,98.34580744423914
208156,A20040717_2100_0000000000000000045d,7/17/2004 21:00,10000190,21,BOYD CORRECTIONAL UNIT,2004,99547.93,0.0152627,37.8,106.2071805,35.8645884,Danger,7/17/2004,97.30950794065217
208478,A20040719_2100_00000000000000000294,7/19/2004 21:00,10000191,21,FCI LA TUNA,2004,86985.09,0.0059364,38.7,96.77725725,11.88743867,Extreme Caution,7/19/2004,89.53603516576086
208652,A20040720_2100_00000000000000000179,7/20/2004 21:00,10000192,21,CI REEVES COUNTY I & II,2004,91875.44,0.0093905,40.76,103.4506998,17.62967676,Danger,7/20/2004,95.99437459565218
208653,A20040720_2100_000000000000000003b7,7/20/2004 21:00,10000193,21,CI REEVES COUNTY III,2004,91875.44,0.0093905,40.76,103.4506998,17.62967676,Danger,7/20/2004,95.99437459565218
214155,A20040824_2100_000000000000000005df,8/24/2004 21:00,10000194,21,MOUNTAIN VIEW PRISON,2004,97991.05,0.0174562,36.06,105.4701159,44.16244674,Danger,8/24/2004,96.42789422858696
214186,A20040824_2100_0000000000000000014f,8/24/2004 21:00,10000195,21,WOODMAN STATE JAIL,2004,97991.05,0.0174562,36.06,105.4701159,44.16244674,Danger,8/24/2004,96.42789422858696
214135,A20040824_2100_00000000000000000486,8/24/2004 21:00,10000196,21,HUGHES PRISON,2004,97991.05,0.0174562,36.06,105.4701159,44.16244674,Danger,8/24/2004,96.42789422858696
