FACILITYID,NAME,ADDRESS,CITY,STATE,ZIP,ZIP4,TYPE,STATUS,POPULATION,COUNTY,COUNTRY
"10000253",WILLACY COUNTY REGIONAL DETENTION FACILITY,1601 BUFFALO DR,RAYMONDVILLE,TX,"78580","-999",FEDERAL,OPEN,"4",WILLACY,USA
"10000874",WESTERN REGION DETENTION FACILITY,220 WEST C STREET,SAN DIEGO,CA,"92101","-999",FEDERAL,OPEN,"733",SAN DIEGO,USA
"10005124",EL PASO PROCESSING CENTER,8915 MONTANA AVENUE,EL PASO,TX,"79925","-999",FEDERAL,OPEN,"776",EL PASO,USA
"10004113",ASSUMPTION PARISH DETENTION CENTER,233 HWY 1008,NAPOLEONVILLE,LA,"70390","-999",COUNTY,OPEN,"-999",ASSUMPTION,USA
"10004659",FCI ENGLEWOOD,9595 WEST QUINCY AVE,LITTLETON,CO,"80123","-999",FEDERAL,OPEN,"637",JEFFERSON,USA
"10004660",FCI ENGLEWOOD DETENTION CENTER,9595 WEST QUINCY AVENUE,LITTLETON,CO,"80123","-999",FEDERAL,OPEN,"175",JEFFERSON,USA
"10004592",USP COLEMAN I,846 NORTHEAST 54TH TERRACE,SUMTERVILLE,FL,"33521","-999",FEDERAL,OPEN,"1245",SUMTER,USA
"10004593",FCI COLEMAN LOW,846 NORTHEAST 54TH TERRACE,SUMTERVILLE,FL,"33521","-999",FEDERAL,OPEN,"2415",SUMTER,USA
"10006179",FCI MENDOTA,33500 WEST CALIFORNIA AVENUE,MENDOTA,CA,"93640","-999",FEDERAL,OPEN,"708",FRESNO,USA
"10006180",FCI MENDOTA CAMP,33500 WEST CALIFORNIA AVENUE,MENDOTA,CA,"93640","-999",FEDERAL,OPEN,"82",FRESNO,USA
"10003846",CHARLES EGELER RECEPTION & GUIDANCE CENTER,3855 COOPER ST,JACKSON,MI,"49201","7547",STATE,OPEN,"950",JACKSON,USA
"10006194",USP ATWATER CAMP,1 FEDERAL WAY,ATWATER,CA,"95301","-999",FEDERAL,OPEN,"101",MERCED,USA
"10003978",ICE FLORENCE SPC,3250 N. PINAL PARKWAY,FLORENCE,AZ,"85132","-999",FEDERAL,OPEN,"384",PINAL,USA
"10000249",WEBB COUNTY DETENTION CENTER,9998 S HWY 83,LAREDO,TX,"78046","-999",MULTI,OPEN,"2",WEBB,USA
"10000947",BOSSIER WORK RELEASE,181 MCCAULEY RD,PLAIN DEALING,LA,"71064","-999",COUNTY,OPEN,"94",BOSSIER,USA
"10001981",CI EDEN,702 E BROADWAY ST,EDEN,TX,"76837","-999",MULTI,OPEN,"0",CONCHO,USA
"10005361",EL CENTRO SERVICE PROCESSING CENTER,1115 NORTH IMPERIAL AVENUE,EL CENTRO,CA,"92243","-999",FEDERAL,CLOSED,"419",IMPERIAL,USA
"10002949",PORT ISABEL DETENTION CENTER,27991 BUENA VISTA BLVD,LOS FRESNOS,TX,"78566","-999",FEDERAL,OPEN,"-999",CAMERON,USA
"10004622",BRADENTON BRIDGE,2104 63RD AVENUE EAST,BRADENTON,FL,"34203","5012",STATE,OPEN,"116",MANATEE,USA
"10006518",KINNEY COUNTY DETENTION CENTER,1501 RANCH ROAD 131,BRACKETTVILLE,TX,"78832","-999",COUNTY,OPEN,"0",KINNEY,USA
"10005717",EDDY COUNTY DETENTION CENTER,201 N MAIN,CARLSBAD,NM,"88220","-999",COUNTY,OPEN,"-999",EDDY,USA
"10000278",COOPER STREET CORRECTIONAL FACILITY,3100 COOPER ST,JACKSON,MI,"49201","-999",STATE,OPEN,"1739",JACKSON,USA
"10001957",FOUNTAIN CORRECTIONAL FACILITY,9677 AL HWY 21 N,ATMORE,AL,"36503","3800",STATE,OPEN,"1136",ESCAMBIA,USA
"10000132",DONALDSON CORRECTIONAL FACILITY,100 WARRIOR LN,BESSEMER,AL,"35023","7299",STATE,OPEN,"1386",JEFFERSON,USA
"10000139",DRAPER CORRECTIONAL FACILITY,2828 ALABAMA HWY 143,ELMORE,AL,"36025","-999",STATE,CLOSED,"989",ELMORE,USA
"10001223",BULLOCK CORRECTIONAL FACILITY,104 BULLOCK DR,UNION SPRINGS,AL,"36089","-999",STATE,OPEN,"1343",BULLOCK,USA
"10001214",ELMORE CORRECTIONAL FACILITY,3520 MARION SPILLWAY ROAD,ELMORE,AL,"36025","-999",STATE,OPEN,"1161",ELMORE,USA
"10001954",BIBB CORRECTIONAL FACILITY,565 BIBB LANE,BRENT,AL,"35034","-999",STATE,OPEN,"1808",BIBB,USA
"10000137",FARQUHAR CATTLE RANCH,1132 COUNTY RD 73,GREENSBORO,AL,"36744","-999",STATE,CLOSED,"0",HALE,USA
"10005716",GRANT COUNTY JAIL / JUVENILE DETENTION CENTER,209 N BLACK ST,SILVER CITY,NM,"88061","-999",COUNTY,NOT AVAILABLE,"-999",GRANT,USA
"10000129",LIMESTONE CORRECTIONAL FACILITY,28779 NICK DAVIS RD,HARVEST,AL,"35749","-999",STATE,OPEN,"2107",LIMESTONE,USA
"10000140",STATON CORRECTIONAL FACILITY,2690 MARION SPILLWAY RD,ELMORE,AL,"36025","-999",STATE,OPEN,"1303",ELMORE,USA
"10000149",HOLMAN CORRECTIONAL FACILITY,866 ROSS RD,ATMORE,AL,"36503","-999",STATE,OPEN,"700",ESCAMBIA,USA
"10003698",DECATUR COMMUNITY BASED FACILITY / COMMUNITY WORK CENTER,1401 STATE HIGHWAY 20 WEST,DECATUR,AL,"35601","-999",STATE,OPEN,"555",MORGAN,USA
"10005963",STARK ATTENTION CENTER,815 FAIRCREST ST SW,CANTON,OH,"44710","-999",COUNTY,OPEN,"-999",STARK,USA
"10000142",CAMDEN COMMUNITY BASED FACILITY / COMMUNITY WORK CENTER,1780 ALABAMA HWY 221,CAMDEN,AL,"36726","-999",STATE,OPEN,"93",WILCOX,USA
"10001226",ELBA COMMUNITY BASED FACILITY / COMMUNITY WORK CENTER,1620 BOSWELL ST,ELBA,AL,"36323","-999",STATE,OPEN,"130",COFFEE,USA
"10001209",CHILDERSBURG COMMUNITY BASED FACILITY / COMMUNITY WORK CENTER,13501 PLANT RD,ALPINE,AL,"35014","-999",STATE,OPEN,"368",TALLADEGA,USA
"10003721",ALEX CITY COMMUNITY BASED FACILITY / COMMUNITY WORK CENTER,HIGHWAY 22 WEST,ALEX CITY,AL,"35011","-999",STATE,OPEN,"201",COOSA,USA
"10003728",FRANK LEE COMMUNITY BASED FACILITY / COMMUNITY WORK CENTER,5305 INGRAM RD.,DEATSVILLE,AL,"36022","-999",STATE,OPEN,"285",ELMORE,USA
"10000150",MOBILE COMMUNITY BASED FACILITY / COMMUNITY WORK CENTER,2423 N BELTLINE HWY,PRITCHARD,AL,"36610","-999",STATE,OPEN,"192",MOBILE,USA
"10000146",LOXLEY COMMUNITY BASED FACILITY / COMMUNITY WORK CENTER,14880 COUNTY RD 64,LOXLEY,AL,"36551","-999",STATE,OPEN,"356",BALDWIN,USA
"10001199",HAMILTON COMMUNITY BASED FACILITY / COMMUNITY WORK CENTER,1826 BEXAR AVE E,HAMILTON,AL,"35570","-999",STATE,OPEN,"220",MARION,USA
"10005906",BOSSIER PARISH JUVENILE DETENTION CENTER,4813 SHED RD,BOSSIER CITY,LA,"71111","-999",COUNTY,NOT AVAILABLE,"-999",BOSSIER,USA
"10002406",CADDO CORRECTIONAL CENTER,1101 FPRUM DR,SHREVEPORT,LA,"71107","-999",COUNTY,OPEN,"1174",CADDO,USA
"10000147",ATMORE COMMUNITY WORK CENTER,9947 STATE HWY 21 N,ATMORE,AL,"36503","-999",STATE,CLOSED,"0",ESCAMBIA,USA
"10006630",NORTH CENTRAL OHIO REHABILITATION CENTER,1440 MT. VERNON AVE,MARION,OH,"43302","-999",COUNTY,OPEN,"10",MARION,USA
"10001216",JULIA TUTWILER PRISON FOR WOMEN,8966 US HWY 231 N,WETUMPKA,AL,"36092","-999",STATE,OPEN,"565",ELMORE,USA
"10001197",HAMILTON AGED / INFIRMED,223 SASSER DR,HAMILTON,AL,"35570","-999",STATE,OPEN,"243",MARION,USA
"10001222",MONTGOMERY WOMEN'S FACILITY,12085 WARES FERRY RD,MONTGOMERY,AL,"36117","-999",STATE,OPEN,"274",MONTGOMERY,USA
"10001221",KILBY CORRECTIONAL FACILITY,12201 WARES FERRY RD,MONTGOMERY,AL,"36117","-999",STATE,OPEN,"1231",MONTGOMERY,USA
"10003710",SAINT CLAIR CORRECTIONAL FACILITY,1000 SAINT CLAIR ROAD,SPRINGVILLE,AL,"35146","-999",STATE,OPEN,"964",ST. CLAIR,USA
"10006241",JULIA TUTWILER PRISON FOR WOMEN ANNEX,8966 US HWY 231 N,WETUMPKA,AL,"36092","-999",STATE,OPEN,"230",ELMORE,USA
"10000134",DEPARTMENT OF YOUTH SERVICES-CHALKVILLE CAMPUS,5849 OLD SPRINGVILLE RD,PINSON,AL,"35126","-999",STATE,CLOSED,"0",JEFFERSON,USA
"10000135",DEPARTMENT OF YOUTH SERVICES-VACCA CAMPUS,8950 ROEBUCK BLVD,BIRMINGHAM,AL,"35206","-999",STATE,OPEN,"-999",JEFFERSON,USA
"10001210",TAYLOR HARDIN SECURE MEDICAL FACILITY,1301 JACK WARNER PARKWAY NE,TUSCALOOSA,AL,"35404","-999",STATE,OPEN,"-999",TUSCALOOSA,USA
"10003788",LINCOLN COUNTY DETENTION CENTER,511 HANGAR RD,CARRIZOZO,NM,"88301","-999",COUNTY,OPEN,"-999",LINCOLN,USA
"10003797",LUNA COUNTY DETENTION CENTER,1700 4TH ST NE,DEMING,NM,"88030","-999",COUNTY,OPEN,"304",LUNA,USA
"10003341",ASHTABULA COUNTY JAIL,25 W JEFFERSON ST,JEFFERSON,OH,"44047","-999",COUNTY,OPEN,"-999",ASHTABULA,USA
"10006376",ERIE CCC,137 WEST 2ND STREET,ERIE,PA,"16507","-999",STATE,OPEN,"0",ERIE,USA
"10003732",ALABAMA DEPARTMENT OF YOUTH SERVICES - AUTAUGA,1601 COUNTY ROAD 57,PRATTVILLE,AL,"36067","-999",STATE,OPEN,"-999",AUTAUGA,USA
"10004086",CATAHOULA CORRECTIONAL CENTER,499 OLD COLUMBIA RD,HARRISONBURG,LA,"71340","-999",COUNTY,OPEN,"340",CATAHOULA,USA
"10000355",GULF COAST YOUTH ACADEMY,1015 MAR WALT DR,FT. WALTON BEACH,FL,"32547","-999",STATE,OPEN,"102",OKALOOSA,USA
"10000143",VENTRESS CORRECTIONAL FACILITY,379 ALABAMA HWY 239 N,CLAYTON,AL,"36016","-999",STATE,OPEN,"1245",BARBOUR,USA
"10003770",MCKINLEY COUNTY ADULT DETENTION CENTER,255 SOUTH BOARDMAN DR,GALLUP,NM,"87301","-999",COUNTY,OPEN,"-999",MCKINLEY,USA
"10000144",EASTERLING CORRECTIONAL FACILITY,200 WALLACE DR,CLIO,AL,"36017","2615",STATE,OPEN,"1229",BARBOUR,USA
"10000767",FULTON CORRECTIONAL FACILITY,1511 FULTON AVE,BRONX,NY,"10457","-999",STATE,CLOSED,"0",BRONX,USA
"10001345",KINROSS CORRECTIONAL FACILITY,4533 W. INDUSTRIAL PARK DRIVE,KINCHELOE,MI,"49788","-999",STATE,OPEN,"1509",CHIPPEWA,USA
"10006593",LINCOLN REGIONAL CENTER,WEST PROSPECTOR PLACE AND FOLSOM STREET,LINCOLN,NE,"68509","4949",STATE,OPEN,"-999",LANCASTER,USA
"10006892",LARAMIE COUNTY JUVENILE SERVICES CENTER,13794 PRAIRIE CENTER CIRCLE,CHEYENNE,WY,"82009","-999",COUNTY,OPEN,"-999",LARAMIE,USA
"10000999",COLUMBIA CORRECTIONAL INSTITUTION,2925 COLUMBIA DR,PORTAGE,WI,"53901","0950",STATE,OPEN,"828",COLUMBIA,USA
"10002407",CADDO PARISH JUVENILE DETENTION CENTER,1835 SPRING ST,SHREVEPORT,LA,"71101","-999",COUNTY,OPEN,"-999",CADDO,USA
"10002605",ROBERT E ELLSWORTH CORRECTIONAL CENTER,21425-A SPRING ST,UNION GROVE,WI,"53182","9408",STATE,OPEN,"468",RACINE,USA
"10006520",LEE COUNTY YOUTH DEVELOPMENT CENTER,1109 SPRING DRIVE,OPELIKA,AL,"36801","-999",STATE,OPEN,"-999",LEE,USA
"10006521",SEQUEL TSI MADISON,1329 BROWNS FERRY ROAD,MADISON,AL,"35758","-999",STATE,CLOSED,"-999",MADISON,USA
"10006669",SECURE COMMUNITY TRANSITION FACILITY - KING COUNTY,132 SOUTH SPOKANE STREET,SEATTLE,WA,"98134","-999",STATE,OPEN,"-999",KING,USA
"10004118",NH STATE PRISON FOR MEN,281 N STATE ST,CONCORD,NH,"03302","-999",STATE,OPEN,"1412",MERRIMACK,USA
"10002564",SAND RIDGE SECURE TREATMENT CENTER,1111 NORTH RD,MAUSTON,WI,"53948","-999",STATE,OPEN,"350",JUNEAU,USA
"10005150",CHARLEVOIX COUNTY JAIL,1000 GRANT STREET,CHARLEVOIX,MI,"49720","-999",COUNTY,OPEN,"-999",CHARLEVOIX,USA
"10006523",J WALTER WOOD JR RESIDENTIAL TREATMENT FACILITY,851 SPROTT DR,MONTGOMERY,AL,"36117","-999",STATE,OPEN,"-999",MONTGOMERY,USA
"10006522",SEQUEL TSI-TUSKEGEE,4280 US HIGHWAY 29 SOUTH,TUSKEGEE,AL,"36083","-999",STATE,OPEN,"-999",MACON,USA
"10000352",OKALOOSA YOUTH DEVELOPMENT CENTER,4449 STRIGHT LINE RD,CRESTVIEW,FL,"32539","-999",STATE,CLOSED,"0",OKALOOSA,USA
"10003083",FCI LORETTO,772 SAINT JOSEPH ST,LORETTO,PA,"15940","-999",FEDERAL,OPEN,"898",CAMBRIA,USA
"10003084",FCI LORETTO CAMP,772 SAINT JOSEPH ST,LORETTO,PA,"15940","-999",FEDERAL,OPEN,"83",CAMBRIA,USA
"10003067",FCI ALLENWOOD LOW,"RT. 15, 2 MILES N OF ALLENWOOD",ALLENWOOD,PA,"17810","-999",FEDERAL,OPEN,"1331",UNION,USA
"10003712",COOSA VALLEY YOUTH SERVICES,4625 MCCLELLAN BOULEVARD,ANNISTON,AL,"36204","-999",STATE,OPEN,"-999",CALHOUN,USA
"10006670",MARTIN HALL JUVENILE DETENTION FACILITY,201 SOUTH PINE STREET,MEDICAL LAKE,WA,"99022","-999",STATE,OPEN,"13",SPOKANE,USA
"10002409",CLAIBORNE PARISH DETENTION CENTER-MALE,1415 STATE HWY 520,HOMER,LA,"71040","-999",COUNTY,OPEN,"358",CLAIBORNE,USA
"10001502",GREENE COUNTY JAIL,80 BRIDGE ST,CATSKILL,NY,"12414","-999",COUNTY,OPEN,"50",GREENE,USA
"10003736",ALABAMA DEPARTMENT OF YOUTH SERVICES - MT. MEIGS,1000 INDUSTRIAL SCHOOL ROAD,MONTGOMERY,AL,"36057","-999",STATE,OPEN,"-999",MONTGOMERY,USA
"10006524",ALABAMA THERAPEUTIC EDUCATION FACILITY,102 INDUSTRIAL PARKWAY,COLUMBIANA,AL,"35051","-999",STATE,OPEN,"281",SHELBY,USA
"10006233",MIAMI DADE COUNTY BOOT CAMP,6950 NW 41ST ST,MIAMI,FL,"33166","-999",COUNTY,OPEN,"59",MIAMI-DADE,USA
"10002534",DOOR COUNTY JAIL,1203 S DULUTH AVE,STURGEON BAY,WI,"54235","-999",COUNTY,OPEN,"-999",DOOR,USA
"10002880",GUADALUPE COUNTY JUVENILE DETENTION CENTER,2613 N GUADALUPE ST,SEGUIN,TX,"78155","-999",COUNTY,OPEN,"-999",GUADALUPE,USA
"10005712",SOCORRO COUNTY DETENTION CENTER,1001 GREFCO RD,SOCORRO,NM,"87801","-999",COUNTY,OPEN,"70",SOCORRO,USA
"10002540",DUNN COUNTY JAIL,615 STOKKE PKWY,MENOMONIE,WI,"54751","-999",COUNTY,OPEN,"116",DUNN,USA
"10000079",BARBARA ESTER UNIT,7500 CORRECTIONS CIRCLE,PINE BLUFF,AR,"71603","-999",STATE,OPEN,"566",JEFFERSON,USA
"10002524",FOREST COUNTY JAIL,100 S PARK AVE,CRANDON,WI,"54520","-999",COUNTY,OPEN,"-999",FOREST,USA
"10002410",CLAIBORNE PARISH JAIL,613 E MAIN ST,HOMER,LA,"71040","-999",COUNTY,OPEN,"12",CLAIBORNE,USA
"10000957",CONCORDIA PARISH CORRECTIONAL FACILITY,26356 STATE HWY 15,FERRIDAY,LA,"71334","-999",COUNTY,OPEN,"245",CONCORDIA,USA
"10000085",CUMMINS UNIT,STATE HWY 388,GRADY,AR,"71644","0500",STATE,OPEN,"1899",LINCOLN,USA
"10006450",FOND DU LAC COUNTY JAIL,63 WESTERN AVE,FOND DU LAC,WI,"54935","-999",COUNTY,OPEN,"-999",FOND DU LAC,USA
"10001005",THOMPSON CORRECTIONAL CENTER,434 STATE FARM RD,DEERFIELD,WI,"53531","9562",STATE,OPEN,"141",DANE,USA
"10000267",OAKS CORRECTIONAL FACILITY,1500 CABERFAE HWY,MANISTEE,MI,"49660","-999",STATE,OPEN,"1039",MANISTEE,USA
"10001648",CONCORDIA PARISH JAIL,4001 CARTER ST,VIDALIA,LA,"71373","-999",COUNTY,OPEN,"5",CONCORDIA,USA
"10002865",HARRIS COUNTY INMATE PROCESSING DIVISION,1201 COMMERCE ST,HOUSTON,TX,"77002","-999",COUNTY,OPEN,"-999",HARRIS,USA
"10000075",EAST ARKANSAS REGIONAL UNIT,326 LEE ROAD 602,BRICKEYS,AR,"72320","-999",STATE,OPEN,"1663",LEE,USA
"10000076",BENTON UNIT,6701 US HWY 67,BENTON,AR,"72015","8488",STATE,OPEN,"320",SALINE,USA
"10000088",DELTA REGIONAL UNIT,880 E GAINES ST,DERMOTT,AR,"71638","9505",STATE,OPEN,"618",CHICOT,USA
"10001004",OREGON CORRECTIONAL CENTER,5140 HIGHWAY M,OREGON,WI,"53575","0025",STATE,OPEN,"123",DANE,USA
"10001009",MARSHALL E. SHERRER CORRECTIONAL CENTER,1318 N 14TH ST,MILWAUKEE,WI,"53205","2596",STATE,OPEN,"54",MILWAUKEE,USA
"10006068",ROCK COUNTY JAIL,400 STATE STREET,BASSETT,NE,"68714","-999",COUNTY,OPEN,"-999",ROCK,USA
"10004132",SARPY COUNTY LAW ENFORCEMENT CENTER,1208 GOLDEN GATE DR,PAPILLION,NE,"68046","-999",COUNTY,OPEN,"145",SARPY,USA
"10000993",NEW LISBON CORRECTIONAL INSTITUTION,2000 PROGRESS RD,NEW LISBON,WI,"53950","2000",STATE,OPEN,"1037",JUNEAU,USA
"10001007",MILWAUKEE SECURE DETENTION FACILITY,1015 N 10TH ST,MILWAUKEE,WI,"53205","0740",STATE,OPEN,"1093",MILWAUKEE,USA
"10005703",TAOS COUNTY JUVENILE DETENTION CENTER,105 ALBRIGHT ST,TAOS,NM,"87571","-999",COUNTY,CLOSED,"16",TAOS,USA
"10000070",GRIMES UNIT,300 CORRECTIONS DRIVE,NEWPORT,AR,"72112","-999",STATE,OPEN,"1069",JACKSON,USA
"10001259",GARZA COUNTY JAIL,300 W MAIN ST,POST,TX,"79356","-999",COUNTY,CLOSED,"0",GARZA,USA
"10000173",GARLAND CITY JAIL,1900 W STATE ST,GARLAND,TX,"75042","-999",LOCAL,OPEN,"-999",DALLAS,USA
"10004746",DESOTO PARISH DETENTION CENTER,205 FRANKLIN STREET,MANSFIELD,LA,"71052","-999",COUNTY,OPEN,"33",DE SOTO,USA
"10002742",FRANKLIN COUNTY JAIL,208 STATE HWY 37,MOUNT VERNON,TX,"75457","-999",COUNTY,OPEN,"74",FRANKLIN,USA
"10002864",HARRIS COUNTY JUVENILE DETENTION CENTER,1200 CONGRESS ST,HOUSTON,TX,"77002","-999",COUNTY,OPEN,"193",HARRIS,USA
"10000962",EAST FELICIANA PARISH JAIL / WORK RELEASE,12306 HAYNES ST,CLINTON,LA,"70722","-999",COUNTY,OPEN,"198",EAST FELICIANA,USA
"10006381",PINE BLUFF RE-ENTRY CENTER,6841 WEST 13TH STREET,PINE BLUFF,AR,"71602","-999",STATE,OPEN,"54",JEFFERSON,USA
"10006111",HARLAN COUNTY JAIL,706 WEST 2ND STREET,ALMA,NE,"68920","-999",COUNTY,OPEN,"2",HARLAN,USA
"10001696",JOHN C BURKE CORRECTIONAL CENTER,900 S MADISON ST,WAUPUN,WI,"53963","0900",STATE,OPEN,"284",DODGE,USA
"10000995",REDGRANITE CORRECTIONAL INSTITUTION,1006 COUNTY RD EE,REDGRANITE,WI,"54970","-999",STATE,OPEN,"1012",WAUSHARA,USA
"10001642",FRANKLIN PARISH DETENTION CENTER,388 NATURES ACRES RD,WINNSBORO,LA,"71295","-999",COUNTY,OPEN,"714",FRANKLIN,USA
"10002866",HARRIS COUNTY 701 JAIL,701 N SAN JACINTO ST,HOUSTON,TX,"77002","-999",COUNTY,OPEN,"4000",HARRIS,USA
"10006093",DEUEL COUNTY SHERIFF'S OFFICE,718 3RD STREET,CHAPPELL,NE,"69129","-999",COUNTY,OPEN,"-999",DEUEL,USA
"10003816",DELTA COUNTY CORRECTIONAL FACILITY,111 N THIRD ST,ESCANABA,MI,"49829","-999",COUNTY,OPEN,"79",DELTA,USA
"10001361",ST. LOUIS CORRECTIONAL FACILITY,8585 N CROSWELL RD,ST LOUIS,MI,"48880","-999",STATE,OPEN,"1133",GRATIOT,USA
"10002608",RACINE CORRECTIONAL INSTITUTION,2019 WISCONSIN ST,STURTEVANT,WI,"53177","1829",STATE,OPEN,"1678",RACINE,USA
"10000066",MISSISSIPPI COUNTY WORK RELEASE CENTER,727 NORTH COUNTY ROAD 599,LUXORA,AR,"72358","-999",STATE,OPEN,"137",MISSISSIPPI,USA
"10000069",MCPHERSON UNIT,302 CORRECTIONS DRIVE,NEWPORT,AR,"72112","-999",STATE,OPEN,"958",JACKSON,USA
"10000083",MAXIMUM SECURITY UNIT,2501 STATE FARM RD,TUCKER,AR,"72168","8713",STATE,OPEN,"643",JEFFERSON,USA
"10002537",STANLEY CORRECTIONAL INSTITUTION,100 CORRECTIONS DR,STANLEY,WI,"54768","6500",STATE,OPEN,"1589",CHIPPEWA,USA
"10002591",WISCONSIN SECURE PROGRAM FACILITY,1101 MORRISON DR,BOSCOBEL,WI,"53805","0900",STATE,OPEN,"479",GRANT,USA
"10002613",KENOSHA CORRECTIONAL CENTER,6353 14TH AVE,KENOSHA,WI,"53143","-999",STATE,OPEN,"119",KENOSHA,USA
"10005916",GRANT PARISH DETENTION CENTER,485 RICHARDSON DRIVE,COLFAX,LA,"71417","-999",COUNTY,OPEN,"101",GRANT,USA
"10001010",VEL R. PHILLIPS CHILDREN'S COURT CENTER,10201 W WATERTOWN PLANK RD,WAUWATOSA,WI,"53226","-999",COUNTY,OPEN,"-999",MILWAUKEE,USA
"10001011",SOUTHERN OAKS GIRLS SCHOOL,21425 SPRING ST,UNION GROVE,WI,"53182","-999",STATE,CLOSED,"0",RACINE,USA
"10001006",CITY-COUNTY BUILDING JAIL,210 MARTIN LUTHER KING JR BLVD,MADISON,WI,"53703","-999",COUNTY,OPEN,"303",DANE,USA
"10000989",RUSK COUNTY JAIL,311 MINER AVE E,LADYSMITH,WI,"54848","-999",COUNTY,OPEN,"42",RUSK,USA
"10000082",SOUTHEAST ARKANSAS COMMUNITY CORRECTIONS CENTER,7301 W 13TH AVE,PINE BLUFF,AR,"71602","-999",STATE,OPEN,"0",JEFFERSON,USA
"10002606",RACINE YOUTHFUL OFFENDER CORRECTIONAL FACILITY,1501 ALBERT ST,RACINE,WI,"53404","0001",STATE,OPEN,"460",RACINE,USA
"10003050",LACKAWANNA COUNTY JUVENILE DETENTION UNIT,415 N WASHINGTON AVE,SCRANTON,PA,"18503","-999",COUNTY,OPEN,"-999",LACKAWANNA,USA
"10000087",TEXARKANA REGIONAL CORRECTION CENTER,305 EAST 5TH STREET,TEXARKANA,AR,"71854","-999",STATE,OPEN,"128",MILLER,USA
"10000081",RANDALL L. WILLIAMS CORRECTIONAL FACILITY,7206 WEST 7TH AVE,PINE BLUFF,AR,"71603","-999",STATE,OPEN,"546",JEFFERSON,USA
"10001694",SHEBOYGAN COUNTY JUVENILE DETENTION CENTER,525 N 6TH ST,SHEBOYGAN,WI,"53081","-999",COUNTY,OPEN,"-999",SHEBOYGAN,USA
"10001695",COLUMBIA COUNTY JAIL,403 JACKSON ST,PORTAGE,WI,"53901","-999",COUNTY,OPEN,"189",COLUMBIA,USA
"10000080",PINE BLUFF UNIT,890 FREE LINE DRIVE,PINE BLUFF,AR,"71603","1498",STATE,OPEN,"477",JEFFERSON,USA
"10001382",WOMEN'S HURON VALLEY CORRECTIONAL FACILITY,3201 BEMIS RD,YPSILANTI,MI,"48197","0911",STATE,OPEN,"2213",WASHTENAW,USA
"10005163",MISSAUKEE COUNTY JAIL,110 SOUTH PINE STREET,LAKE CITY,MI,"49651","-999",COUNTY,OPEN,"34",MISSAUKEE,USA
"10003852",MONROE COUNTY INMATE DORMITORY FACILITY,7000 E DUNBAR RD,MONROE,MI,"48161","-999",COUNTY,OPEN,"182",MONROE,USA
"10002435",HAMILTON COUNTY READING ROAD FACILITY / TALBERT HOUSE,1617 READING RD,CINCINNATI,OH,"45202","-999",COUNTY,OPEN,"150",HAMILTON,USA
"10006526",SOUTHWEST ARKANSAS COMMUNITY CORRECTION CENTER,506 WALNUT STREET,TEXARKANA,AR,"71854","-999",STATE,OPEN,"473",MILLER,USA
"10006529",NORTHWEST ARKANSAS COMMUNITY CORRECTION CENTER,114 N COLLEGE AVE,FAYETTEVILLE,AR,"72701","-999",STATE,OPEN,"115",WASHINGTON,USA
"10001660",IBERIA PARISH CRIMINAL JUSTICE FACILITY,3618 BROKEN ARROW RD,NEW IBERIA,LA,"70560","-999",COUNTY,OPEN,"439",IBERIA,USA
"10003393",AUGLAIZE COUNTY CORRECTIONAL CENTER,1051 DEARBAUGH AVE,WAPAKONETA,OH,"45895","-999",COUNTY,OPEN,"67",AUGLAIZE,USA
"10002300",TRENTON PSYCHIATRIC HOSPITAL,100 SULLIVAN WAY,WEST TRENTON,NJ,"08628","-999",STATE,OPEN,"382",MERCER,USA
"10005934",IBERIA PARISH WORK RELEASE CENTER,3701 BROKEN ARROW ROAD,NEW IBERIA,LA,"70560","-999",COUNTY,NOT AVAILABLE,"90",IBERIA,USA
"10000065",NORTHEAST ARKANSAS COMMUNITY CORRECTION CENTER,1351 CYRO RD,OSCEOLA,AR,"72370","-999",STATE,OPEN,"234",MISSISSIPPI,USA
"10006893",LINCOLN COUNTY DETENTION FACILITY,1040 JUSTICE CENTER DR,KEMMERER,WY,"83101","-999",COUNTY,OPEN,"-999",LINCOLN,USA
"10003229",MDC BROOKLYN,80 29TH ST,BROOKLYN,NY,"11232","-999",FEDERAL,OPEN,"1676",KINGS,USA
"10001909",CENTRAL ARKANSAS COMMUNITY CORRECTION CENTER,4823 W 7TH ST,LITTLE ROCK,AR,"72205","-999",STATE,OPEN,"158",PULASKI,USA
"10002533",LANGLADE COUNTY JAIL,840 CLERMONT ST,ANTIGO,WI,"54409","-999",COUNTY,OPEN,"89",LANGLADE,USA
"10002572",CALUMET COUNTY JAIL / SHERIFF,206 COURT ST,CHILTON,WI,"53014","-999",COUNTY,OPEN,"55",CALUMET,USA
"10002587",CRAWFORD COUNTY JAIL,224 N BEAUMONT RD,PRAIRIE DU CHIEN,WI,"53821","-999",COUNTY,OPEN,"33",CRAWFORD,USA
"10000973",IBERVILLE PARISH JAIL,59605 BAYOU RD,PLAQUEMINE,LA,"70765","-999",COUNTY,OPEN,"-999",IBERVILLE,USA
"10001692",DOUGLAS COUNTY JAIL,1310 N 14TH ST,SUPERIOR,WI,"54880","-999",COUNTY,OPEN,"184",DOUGLAS,USA
"10003094",DAUPHIN COUNTY PRISON,501 MALL RD,HARRISBURG,PA,"17111","-999",COUNTY,OPEN,"1273",DAUPHIN,USA
