OBJECTID,FACILITYID,NAME,ADDRESS,CITY,STATE,ZIP,ZIP4,TELEPHONE,TYPE,STATUS,POPULATION,COUNTY,COUNTYFIPS,COUNTRY,NAICS_CODE,NAICS_DESC,SOURCE,SOURCEDATE,VAL_METHOD,VAL_DATE,WEBSITE,SECURELVL,CAPACITY,Shape__Are,Shape__Len,_FACILITYID,V003,V074,HYBRID_POP,X2019
"2229","10002416",B B RAYBURN CORRECTIONAL CENTER,27268 STATE HWY 21 N,ANGIE,LA,"70426","-999",(985) 661-6300,STATE,OPEN,"1311",WASHINGTON,"22117",USA,"922140",CORRECTIONAL INSTITUTIONS,https://doc.louisiana.gov/demographic-dashboard/,2023/12/31,IMAGERY/OTHER,2024/02/28,https://doc.louisiana.gov/location/b-b-rayburn-correctional-center/,MEDIUM,"-999",0.000015056121811,0.019555891600215,"10002416",PLA003,"1301","1301","8.05000019073486"
"2235","10000963",LOUISIANA STATE PENITENTIARY,17544 TUNICA TRACE,ANGOLA,LA,"70712","-999",(225) 655-4411,STATE,OPEN,"3832",WEST FELICIANA,"22125",USA,"922140",CORRECTIONAL INSTITUTIONS,https://doc.louisiana.gov/demographic-dashboard/,2023/12/31,IMAGERY/OTHER,2024/02/28,https://doc.louisiana.gov/location/louisiana-state-penitentiary/,MAXIMUM,"-999",0.000110027533310,0.089272007446538,"10000963",PLA020,"5455","5455","7.59999990463257"
"2350","10004251",SIMPSON COUNTY TECHNICAL VIOLATION CENTER,714 WOOD RD,MAGEE,MS,"39111","-999",(601) 849-3281,STATE,NOT AVAILABLE,"-999",SIMPSON,"28127",USA,"922140",CORRECTIONAL INSTITUTIONS,https://www.mdoc.ms.gov/general-public/daily-inmate-population-2021-2022,2024/02/25,IMAGERY/OTHER,2024/03/04,NOT AVAILABLE,MINIMUM,"-999",0.000000790210606,0.003652780213581,"10004251",,,,"8.30000019073486"
"2732","10001652",SOUTH LOUISIANA ICE PROCESSING CENTER,3843 STAGG AVE,BASILE,LA,"70515","-999",(318) 668-5900,FEDERAL,OPEN,"850",EVANGELINE,"22039",USA,"922140",CORRECTIONAL INSTITUTIONS,https://www.ice.gov/detain/detention-management,2024/01/12,IMAGERY/OTHER,2024/02/06,https://www.geogroup.com/FacilityDetail/FacilityID/267,MAXIMUM,"1000",0.000004129821036,0.010519074950534,"10001652",,,"850","7.5"
"3097","10000955",USP POLLOCK,1000 AIRBASE RD,POLLOCK,LA,"71467","-999",(318) 561-5300,FEDERAL,OPEN,"953",GRANT,"22043",USA,"922140",CORRECTIONAL INSTITUTIONS,https://www.bop.gov/locations/institutions/pol/,2016/02/16,IMAGERY/OTHER,2024/01/19,https://www.bop.gov/locations/institutions/pol/,MAXIMUM,"-999",0.000014266015796,0.015379178944723,"10000955",FLA155,"1320","1320","7.5"
"3104","10004089",USP POLLOCK CAMP,1000 AIRBASE RD,POLLOCK,LA,"71467","-999",(318) 561-5300,FEDERAL,OPEN,"160",GRANT,"22043",USA,"922140",CORRECTIONAL INSTITUTIONS,https://www.bop.gov/locations/institutions/pol/,2016/02/16,IMAGERY/OTHER,2024/01/19,https://www.bop.gov/locations/institutions/pol/,MINIMUM,"-999",0.000003336938335,0.008182625712145,"10004089",,,"160","7.5"
"3112","10000956",FCI POLLOCK,1000 AIRBASE RD,POLLOCK,LA,"71467","-999",(318) 765-4400,FEDERAL,OPEN,"1582",GRANT,"22043",USA,"922140",CORRECTIONAL INSTITUTIONS,https://www.bop.gov/locations/institutions/pom/,2016/02/16,IMAGERY/OTHER,2024/01/19,https://www.bop.gov/locations/institutions/pom/,MEDIUM,"-999",0.000018871138082,0.017568470720919,"10000956",FLA154,"1396","1396","7.59999990463257"
"3220","10004248",CENTRAL MISSISSIPPI CORRECTIONAL FACILITY,3794 STATE HWY 468,PEARL,MS,"39208","-999",(601) 932-2880,STATE,OPEN,"3656",RANKIN,"28121",USA,"922140",CORRECTIONAL INSTITUTIONS,https://www.mdoc.ms.gov/general-public/daily-inmate-population-2021-2022,2024/02/25,IMAGERY/OTHER,2024/03/04,https://www.mdoc.ms.gov/facilities/central-mississippi-correctional-facility,MAXIMUM,"4071",0.000043168831326,0.037430000021386,"10004248",PMS006,"3715","3715","8.12500023841858"
"3260","10001821",WILKINSON COUNTY CORRECTIONAL FACILITY,2999 US HWY 61 N,WOODVILLE,MS,"39669","-999",(601) 888-3199,STATE,OPEN,"916",WILKINSON,"28157",USA,"922140",CORRECTIONAL INSTITUTIONS,https://www.mdoc.ms.gov/general-public/daily-inmate-population-2021-2022,2024/02/25,IMAGERY/OTHER,2024/03/01,https://www.mdoc.ms.gov/facilities/wilkinson-county-correctional-facility,CLOSE,"920",0.000005985039934,0.009440261937434,"10001821",PMS038,"909","909","6.80000019073486"
"3277","10001816",EAST MISSISSIPPI CORRECTIONAL FACILITY,10641 HWY 80 W,MERIDIAN,MS,"39307","-999",(601) 485-5255,STATE,OPEN,"-999",LAUDERDALE,"28075",USA,"922140",CORRECTIONAL INSTITUTIONS,https://www.mdoc.ms.gov/facilities/east-mississippi-correctional-facility,2024/04/03,IMAGERY/OTHER,2024/04/03,https://www.mtctrains.com/facility/east-mississippi-correctional-facility/,MAXIMUM,"1500",0.000006252966614,0.010650798263891,"10001816",PMS010,"1251","1251","7.5666667620341"
"3486","10001820",ADAMS COUNTY CORRECTIONAL CENETER,20 HOBO FORK RD,NATCHEZ,MS,"39120","-999",(601) 304-2500,FEDERAL,OPEN,"1514",ADAMS,"28001",USA,"922140",CORRECTIONAL INSTITUTIONS,https://www.ice.gov/detain/detention-management,2024/01/12,IMAGERY/OTHER,2024/02/05,https://www.corecivic.com/facilities/adams-county-correctional-center,MEDIUM,"-999",0.000012403567325,0.014843634201175,"10001820",FMS182,"915","915","7.45000004768372"
"3827","10000953",WINN CORRECTIONAL CENTER,560 GUM SPRINGS RD,WINNFIELD,LA,"71483","-999",(318) 628-3971,MULTI,OPEN,"1492",WINN,"22127",USA,"922140",CORRECTIONAL INSTITUTIONS,https://www.ice.gov/detain/detention-management,2024/01/12,IMAGERY/OTHER,2024/02/07,https://lasallecorrections.com/locations-winn-correctional-center/,MAXIMUM,"1576",0.000020856921310,0.018543969775253,"10000953",,,"1492","7.37500011920929"
"6208","10000204",GOODMAN TRANSFER FACILITY,349 PRIVATE RD 8430,JASPER,TX,"75951","-999",(409) 383-0012,STATE,OPEN,"-999",JASPER,"48241",USA,"922140",CORRECTIONAL INSTITUTIONS,https://www.tdcj.texas.gov/unit_directory/gg.html,2016/09/15,IMAGERY/OTHER,2024/04/22,https://www.tdcj.texas.gov/unit_directory/gg.html,MEDIUM,"68",0.000003181697139,0.007506593350216,"10000204",PTX063,"570","570","7.69999980926514"
"374","10002146",CALHOUN STATE PRISON,27823 MAIN ST,MORGAN,GA,"39866","-999",(229) 849-5000,STATE,OPEN,"1666",CALHOUN,"13037",USA,"922140",CORRECTIONAL INSTITUTIONS,https://gdc.georgia.gov/locations,2024/02/01,IMAGERY/OTHER,2024/02/20,https://gdc.georgia.gov/locations/calhoun-state-prison,MEDIUM,"1677",0.000011562084183,0.013177698433243,"10002146",PGA024,"1587","1587","7.25"
"375","10002134",CENTRAL STATE PRISON,4600 FULTON MILL RD,MACON,GA,"31208","-999",(478) 471-2908,STATE,OPEN,"1109",BIBB,"13021",USA,"922140",CORRECTIONAL INSTITUTIONS,https://gdc.georgia.gov/locations,2024/02/01,IMAGERY/OTHER,2024/02/20,https://gdc.georgia.gov/locations/central-state-prison,MEDIUM,"1153",0.000009240169675,0.014722618868095,"10002134",PGA026,"1146","1146","7.54999995231628"
"690","10000099",FCI ESTILL,100 PRISON RD,ESTILL,SC,"29918","-999",(803) 625-4607,FEDERAL,OPEN,"-999",HAMPTON,"45049",USA,"922140",CORRECTIONAL INSTITUTIONS,https://www.bop.gov/locations/institutions/est/,2016/02/16,IMAGERY/OTHER,2024/01/22,https://www.bop.gov/locations/institutions/est/,MEDIUM,"-999",0.000014332540786,0.014622571593822,"10000099",FSC275,"1224","1224","6.20000004768372"
"860","10001421",BURRUSS CORRECTIONAL TRAINING CENTER,1000 INDIAN SPRINGS DR,FORSYTH,GA,"31029","-999",(478) 994-7512,STATE,OPEN,"444",MONROE,"13207",USA,"922140",CORRECTIONAL INSTITUTIONS,https://gdc.georgia.gov/locations,2024/02/01,IMAGERY/OTHER,2024/02/20,https://gdc.georgia.gov/locations/burruss-correctional-training-ctr,MEDIUM,"806",0.000007173056474,0.011598245983298,"10001421",PGA021,"735","735","8.10000038146973"
"882","10004496",EMANUEL WOMEN'S FACILITY,714 GUMLOG ROAD,SWAINSBORO,GA,"30401","-999",(478) 289-2748,STATE,OPEN,"417",EMANUEL,"13107",USA,"922140",CORRECTIONAL INSTITUTIONS,https://gdc.georgia.gov/locations,2024/02/01,IMAGERY/OTHER,2024/02/20,https://gdc.georgia.gov/locations/emanuel-womens-facility,MEDIUM,"415",0.000004023758493,0.007818480669571,"10004496",PGA052,"402","402","7.30000019073486"
"893","10000297",HANCOCK STATE PRISON,701 PRISON BLVD,SPARTA,GA,"31087","-999",(706) 444-1000,STATE,OPEN,"1179",HANCOCK,"13141",USA,"922140",CORRECTIONAL INSTITUTIONS,https://gdc.georgia.gov/locations,2024/02/01,IMAGERY/OTHER,2024/02/20,https://gdc.georgia.gov/locations/hancock-state-prison,CLOSE,"1191",0.000011322415276,0.013172762520370,"10000297",PGA058,"1160","1160","6.90000009536743"
"905","10000323",LEE STATE PRISON,153 PINEWOOD DRIVE,LEESBURG,GA,"31763","-999",(229) 759-3110,STATE,OPEN,"755",LEE,"13177",USA,"922140",CORRECTIONAL INSTITUTIONS,https://gdc.georgia.gov/locations,2024/02/01,IMAGERY/OTHER,2024/02/20,https://gdc.georgia.gov/locations/lee-state-prison,MEDIUM,"762",0.000006372987627,0.009822508233794,"10000323",PGA067,"737","737","7.69999980926514"
"910","10005199",LONG UNIT,1434 US HWY 84 EAST,LUDOWICI,GA,"31316","-999",(912) 545-3777,STATE,OPEN,"232",LONG,"13183",USA,"922140",CORRECTIONAL INSTITUTIONS,https://gdc.georgia.gov/locations,2024/02/01,IMAGERY/OTHER,2024/02/20,https://gdc.georgia.gov/locations/long-unit,MEDIUM,"212",0.000001509929916,0.004897366876695,"10005199",PGA068,"208","208","6.90000009536743"
"912","10000303",JOHNSON STATE PRISON,290 DONOVAN-HARRISON ROAD,WRIGHTSVILLE,GA,"31096","-999",(478) 864-4100,STATE,OPEN,"1586",JOHNSON,"13167",USA,"922140",CORRECTIONAL INSTITUTIONS,https://gdc.georgia.gov/locations,2024/02/01,IMAGERY/OTHER,2024/02/20,https://gdc.georgia.gov/locations/johnson-state-prison,MEDIUM,"1612",0.000011307164641,0.012737197028014,"10000303",PGA066,"1508","1508","6.90000009536743"
"924","10002137",MACON STATE PRISON,2728 HWY 49 SOUTH,OGLETHORPE,GA,"31068","-999",(478) 472-3400,STATE,OPEN,"1767",MACON,"13193",USA,"922140",CORRECTIONAL INSTITUTIONS,https://gdc.georgia.gov/locations,2024/02/01,IMAGERY/OTHER,2024/02/20,https://gdc.georgia.gov/locations/macon-state-prison,CLOSE,"1762",0.000011994704437,0.013708666454880,"10002137",PGA069,"1657","1657","7.39999997615814"
"946","10000310",ROGERS STATE PRISON,1978 GEORGIA HIGHWAY 147,REIDSVILLE,GA,"30453","-999",(912) 557-7771,STATE,OPEN,"1468",TATTNALL,"13267",USA,"922140",CORRECTIONAL INSTITUTIONS,https://gdc.georgia.gov/locations,2024/02/01,IMAGERY/OTHER,2024/02/20,https://gdc.georgia.gov/locations/rogers-state-prison,MEDIUM,"1391",0.000009535708159,0.014742851125997,"10000310",PGA092,"1385","1385","7.32500004768372"
"949","10000283",WALKER STATE PRISON,97 KEVIN LANE,ROCK SPRING,GA,"30739","-999",(706) 764-3600,STATE,OPEN,"418",WALKER,"13295",USA,"922140",CORRECTIONAL INSTITUTIONS,https://gdc.georgia.gov/locations,2024/02/01,IMAGERY/OTHER,2024/02/20,https://gdc.georgia.gov/locations/walker-state-prison,MEDIUM,"444",0.000005446065643,0.010378440258167,"10000283",PGA111,"601","601","7.19999980926514"
"957","10002126",WASHINGTON STATE PRISON,13262 HWY 24 E,DAVISBORO,GA,"31018","-999",(478) 348-5814,STATE,OPEN,"1556",WASHINGTON,"13303",USA,"922140",CORRECTIONAL INSTITUTIONS,https://gdc.georgia.gov/locations,2024/02/01,IMAGERY/OTHER,2024/02/20,https://gdc.georgia.gov/locations/washington-state-prison,MEDIUM,"1548",0.000013608582321,0.015671134759320,"10002126",PGA113,"1543","1543","7.25"
"967","10000318",WILCOX STATE PRISON,470 SOUTH BROAD STREET,ABBEVILLE,GA,"31001","-999",(229) 467-3000,STATE,OPEN,"1840",WILCOX,"13315",USA,"922140",CORRECTIONAL INSTITUTIONS,https://gdc.georgia.gov/locations,2024/02/01,IMAGERY/OTHER,2024/02/20,https://gdc.georgia.gov/locations/wilcox-state-prison,MEDIUM,"1827",0.000011107627415,0.012596001134070,"10000318",PGA119,"1788","1788","7.34999990463257"
"987","10005201",TURNER PRSAT,514 SOUTH RAILROAD AVE,SYCAMORE,GA,"31790","-999",(229) 567-4301,STATE,OPEN,"-999",TURNER,"13287",USA,"922140",CORRECTIONAL INSTITUTIONS,https://gdc.georgia.gov/locations,2024/02/21,IMAGERY/OTHER,2024/02/21,https://gdc.georgia.gov/locations/prsat,MEDIUM,"232",0.000001488117277,0.005027381549166,"10005201",PGA106,"195","195","7.69999980926514"
"1015","10002142",WHEELER CORRECTIONAL FACILITY,195 NORTH BROAD STREET,ALAMO,GA,"30411","-999",(912) 568-1731,STATE,OPEN,"2466",WHEELER,"13309",USA,"922140",CORRECTIONAL INSTITUTIONS,https://gdc.georgia.gov/locations,2024/02/01,IMAGERY/OTHER,2024/02/21,https://gdc.georgia.gov/locations/wheeler-correctional-institution,MEDIUM,"2874",0.000007030585266,0.010144573078055,"10002142",PGA116,"2703","2703","7.64999985694885"
"1017","10004514",WOMEN'S DETENTION CENTER,8662 US HWY 301 NORTH,CLAXTON,GA,"30417","-999",(912) 739-0716,STATE,OPEN,"-999",EVANS,"13109",USA,"922140",CORRECTIONAL INSTITUTIONS,https://gdc.georgia.gov/locations,2024/02/01,IMAGERY/OTHER,2024/04/01,https://gdc.georgia.gov/locations/womens-detention-center,MINIMUM,"236",0.000001622923037,0.005551113035555,"10004514",,,,"6.80000019073486"
"1076","10002701",FCI ESTILL CAMP,100 PRISON RD,ESTILL,SC,"29918","-999",(803) 625-4607,FEDERAL,OPEN,"63",HAMPTON,"45049",USA,"922140",CORRECTIONAL INSTITUTIONS,https://www.bop.gov/locations/institutions/est/,2016/02/16,IMAGERY/OTHER,2024/01/22,https://www.bop.gov/locations/institutions/est/,MINIMUM,"-999",0.000006120588750,0.009734813504607,"10002701",,,"63","6.25"
"1174","10000143",VENTRESS CORRECTIONAL FACILITY,379 ALABAMA HWY 239 N,CLAYTON,AL,"36016","-999",(334) 775-3331,STATE,OPEN,"1191",BARBOUR,"01005",USA,"922140",CORRECTIONAL INSTITUTIONS,https://doc.alabama.gov/docs/MonthlyRpts/November%202023.pdf,2023/11/30,IMAGERY/OTHER,2024/02/08,https://doc.alabama.gov/facility?loc=38,MEDIUM,"1323",0.000009918972864,0.011561528907687,"10000143",PAL041,"1232","1232","7.5"
"1668","10000296",HARALSON COUNTY SHERIFF'S OFFICE,137 HAYES-GLASS DR,BREMEN,GA,"30110","-999",(770) 646-2011,COUNTY,OPEN,"-999",HARALSON,"13143",USA,"922140",CORRECTIONAL INSTITUTIONS,https://www.haralsoncountysheriff.org/detention-division.cfm,2024/07/02,IMAGERY/OTHER,2024/07/02,https://www.haralsoncountysheriff.org/detention-division.cfm,MINIMUM,"-999",0.000001549404260,0.005603986587085,"10000296",,,,"8.19999980926514"
"1681","10000308",MONTGOMERY STATE PRISON,650 MOUNT VERNON ALSTON ROAD,MOUNT VERNON,GA,"30445","-999",(912) 583-3600,STATE,OPEN,"414",MONTGOMERY,"13209",USA,"922140",CORRECTIONAL INSTITUTIONS,https://gdc.georgia.gov/locations,2024/02/01,IMAGERY/OTHER,2024/02/20,https://gdc.georgia.gov/locations/montgomery-state-prison,MEDIUM,"900",0.000001984023356,0.005786947870456,"10000308",PGA079,"399","399","7.30000019073486"
"1702","10004527",APPLING INTEGRATED TREATMENT FACILITY,252 WEST PARK DRIVE,BAXLEY,GA,"31513","-999",(912) 367-1761,STATE,OPEN,"-999",APPLING,"13001",USA,"922140",CORRECTIONAL INSTITUTIONS,https://gdc.georgia.gov/locations,2024/02/21,IMAGERY/OTHER,2024/02/21,https://gdc.georgia.gov/locations/appling-itf,MEDIUM,"206",0.000001725254833,0.005395793593555,"10004527",PGA003,"186","186","8.10000038146973"
"1756","10004505",BLECKELY PROBATION DETENTION CENTER,179 JAC ARTS ROAD,COCHRAN,GA,"31014","-999",(478) 934-3303,STATE,OPEN,"-999",BLECKLEY,"13023",USA,"922140",CORRECTIONAL INSTITUTIONS,https://gdc.georgia.gov/locations,2024/02/01,IMAGERY/OTHER,2024/02/21,https://gdc.georgia.gov/locations/bleckley,MINIMUM,"238",0.000001520967317,0.004987234317727,"10004505",,,,"6.90000009536743"
"2002","10000316",TELFAIR STATE PRISON,210 LONGBRIDGE ROAD,HELENA,GA,"31037","-999",(229) 868-7721,STATE,OPEN,"1431",TELFAIR,"13271",USA,"922140",CORRECTIONAL INSTITUTIONS,https://gdc.georgia.gov/locations,2024/02/01,IMAGERY/OTHER,2024/02/20,https://gdc.georgia.gov/locations/telfair-state-prison,CLOSE,"1400",0.000009189019693,0.013135499974484,"10000316",PGA100,"1334","1334","7.35000014305115"
"2035","10000325",AUTRY STATE PRISON,3178 MOUNT ZION CHURCH RD,PELHAM,GA,"31779","-999",(229) 294-2940,STATE,OPEN,"6",MITCHELL,"13205",USA,"922140",CORRECTIONAL INSTITUTIONS,https://gdc.georgia.gov/locations,2024/02/01,IMAGERY/OTHER,2024/02/20,https://gdc.georgia.gov/locations/autry-state-prison,MEDIUM,"1698",0.000012095561715,0.013138844874648,"10000325",PGA013,"1611","1611","8.05000019073486"
"2041","10002138",DODGE STATE PRISON,2971 OLD BETHEL CHURCH ROAD,CHESTER,GA,"31012","-999",(478) 358-7201,STATE,OPEN,"1235",DODGE,"13091",USA,"922140",CORRECTIONAL INSTITUTIONS,https://gdc.georgia.gov/locations,2024/02/01,IMAGERY/OTHER,2024/02/20,https://gdc.georgia.gov/locations/dodge-state-prison,MEDIUM,"1236",0.000009193957112,0.012167938803969,"10002138",PGA047,"1228","1228","7.40000009536743"
"2043","10006154",DOOLY STATE PRISON,1412 PLUNKETT ROAD,UNADILLA,GA,"31091","-999",(478) 627-2000,STATE,OPEN,"1716",DOOLY,"13093",USA,"922140",CORRECTIONAL INSTITUTIONS,https://gdc.georgia.gov/locations,2024/02/01,IMAGERY/OTHER,2024/02/20,https://gdc.georgia.gov/locations/dooly-state-prison,MEDIUM,"1702",0.000011257233837,0.012569177813883,"10006154",PGA048,"1653","1653","7.45000004768372"
"2046","10002144",COFFEE CORRECTIONAL FACILITY,1153 NORTH LIBERTY STREET,NICHOLLS,GA,"31554","-999",(912) 345-5058,STATE,OPEN,"2479",COFFEE,"13069",USA,"922140",CORRECTIONAL INSTITUTIONS,https://gdc.georgia.gov/locations,2024/02/01,IMAGERY/OTHER,2024/02/21,https://gdc.georgia.gov/locations/coffee-correctional-institution,MEDIUM,"2628",0.000009530830084,0.013059296911387,"10002144",PGA036,"2621","2621","7.40000009536743"
"2049","10002141",GEORGIA STATE PRISON,300 1ST AVENUE SOUTH,REIDSVILLE,GA,"30453","-999",(912) 557-7301,STATE,CLOSED,"-999",TATTNALL,"13267",USA,"922140",CORRECTIONAL INSTITUTIONS,https://www.theadvancenews.com/2022/01/26/state-closing-prison-in-reidsville/,2022/01/26,IMAGERY/OTHER,2024/03/08,NOT AVAILABLE,NOT AVAILABLE,"-999",0.000016979013026,0.023513392246109,"10002141",PGA055,"1375","1375","7.19999980926514"
"2053","10004497",EMANUEL PROBATION DETENTION CENTER,121 CASA DRIVE,TWIN CITY,GA,"30471","-999",(478) 763-2400,STATE,OPEN,"-999",EMANUEL,"13107",USA,"922140",CORRECTIONAL INSTITUTIONS,https://gdc.georgia.gov/locations,2024/02/21,IMAGERY/OTHER,2024/02/21,https://gdc.georgia.gov/locations/emanuel-detention-center,MEDIUM,"369",0.000002797361958,0.008010178835041,"10004497",,,,"6.45000004768372"
"2061","10006453",JENKINS CORRECTIONAL FACILITY,3404 KENT FARM DRIVE,MILLEN,GA,"30442","-999",(478) 982-6300,STATE,OPEN,"1158",JENKINS,"13165",USA,"922140",CORRECTIONAL INSTITUTIONS,https://gdc.georgia.gov/locations,2024/02/01,IMAGERY/OTHER,2024/02/21,https://gdc.georgia.gov/locations/jenkins-correctional-facility,MEDIUM,"1186",0.000007450265457,0.010719442152451,"10006453",PGA065,"1137","1137","7.05000019073486"
"2063","10006322",RIVERBEND CORRECTIONAL FACILITY,196 LAYING FARM ROAD,MILLEDGEVILLE,GA,"31061","-999",(478) 414-2300,STATE,OPEN,"1517",BALDWIN,"13009",USA,"922140",CORRECTIONAL INSTITUTIONS,https://gdc.georgia.gov/locations,2024/02/01,IMAGERY/OTHER,2024/02/21,https://gdc.georgia.gov/locations/riverbend-correctional-facility,MEDIUM,"1588",0.000006453539982,0.010102100476507,"10006322",PGA090,"1499","1499","7.35000014305115"
"2068","10000309",SMITH STATE PRISON & PROBATION CENTER,9676 HWY 301 NORTH,GLENNVILLE,GA,"30427","-999",(912) 654-5000,STATE,OPEN,"1300",TATTNALL,"13267",USA,"922140",CORRECTIONAL INSTITUTIONS,https://gdc.georgia.gov/locations,2024/02/01,IMAGERY/OTHER,2024/02/20,https://gdc.georgia.gov/locations/smith-state-prison,CLOSE,"1526",0.000011369854519,0.012805904263685,"10000309",PGA095,"1445","1445","7"
"2070","10000307",PULASKI STATE PRISON,373 UPPER RIVER ROAD,HAWKINSVILLE,GA,"31036","-999",(478) 783-6000,STATE,OPEN,"1186",PULASKI,"13235",USA,"922140",CORRECTIONAL INSTITUTIONS,https://gdc.georgia.gov/locations,2024/02/01,IMAGERY/OTHER,2024/02/20,https://gdc.georgia.gov/locations/pulaski-state-prison,MEDIUM,"1223",0.000011124289131,0.012315848246127,"10000307",PGA088,"1175","1175","7.14999985694885"
"2074","10004487",WEST CENTRAL CENTER,1070 COUNTY FARM ROAD,ZEBULON,GA,"30295","-999",(770) 567-0531,STATE,OPEN,"-999",PIKE,"13231",USA,"922140",CORRECTIONAL INSTITUTIONS,https://gdc.georgia.gov/locations,2024/02/21,IMAGERY/OTHER,2024/02/21,https://gdc.georgia.gov/locations/west-central-center,MEDIUM,"194",0.000001875798262,0.006050732718216,"10004487",PGA115,"175","175","7"
"2084","10004551",ROBERT L. PATTEN PROBATION DETENTION CENTER,1009 NORTH 10TH AVENUE,LAKELAND,GA,"31635","-999",(229) 482-8241,STATE,OPEN,"-999",LANIER,"13173",USA,"922140",CORRECTIONAL INSTITUTIONS,https://gdc.georgia.gov/locations,2024/02/21,IMAGERY/OTHER,2024/02/21,https://gdc.georgia.gov/locations/patten-pdc,MINIMUM,"-999",0.000001434435035,0.005062549589165,"10004551",,,,"7.59999990463257"
"2099","10004534",BACON TRANSITIONAL CENTER,165 EAST EASTSIDE INDUSTRIAL BOULEVARD,ALMA,GA,"31510","-999",(912) 632-8157,STATE,OPEN,"98",BACON,"13005",USA,"922140",CORRECTIONAL INSTITUTIONS,https://gdc.georgia.gov/locations,2024/02/01,IMAGERY/OTHER,2024/04/01,https://gdc.georgia.gov/locations/bacon-transitional-center,MINIMUM,"-999",0.000001865691274,0.005849182889600,"10004534",,,"98","7.45000004768372"
"2108","10005191",TREUTLEN PROBATION DETENTION CENTER,401 CASCADE CIRCLE,SOPERTON,GA,"30457","-999",(912) 529-6760,STATE,OPEN,"32",TREUTLEN,"13283",USA,"922140",CORRECTIONAL INSTITUTIONS,https://gdc.georgia.gov/locations,2024/02/01,IMAGERY/OTHER,2024/02/20,https://gdc.georgia.gov/locations/treutlen-detention-center,MEDIUM,"295",0.000002029819143,0.006091211249868,"10005191",,,"32","7.19999980926514"
"2677","10001150",RIDGELAND CORRECTIONAL INSTITUTION,5 CORRECTIONAL RD,RIDGELAND,SC,"29936","-999",(803) 896-3200,STATE,OPEN,"-999",JASPER,"45053",USA,"922140",CORRECTIONAL INSTITUTIONS,https://www.doc.sc.gov/institutions,2018/01/08,IMAGERY/OTHER,2024/04/11,https://www.doc.sc.gov/institutions,MEDIUM,"-999",0.000015607725800,0.017069404584502,"10001150",PSC024,"948","948","6.59999990463257"
"2763","10002689",TRENTON CORRECTIONAL INSTITUTION,84 GREENHOUSE RD,TRENTON,SC,"29847","-999",(803) 896-3000,STATE,OPEN,"-999",EDGEFIELD,"45037",USA,"922140",CORRECTIONAL INSTITUTIONS,https://www.doc.sc.gov/institutions,2018/01/08,IMAGERY/OTHER,2024/04/11,https://www.doc.sc.gov/institutions,MEDIUM,"-999",0.000009938969697,0.012589073253260,"10002689",PSC025,"486","486","7.04999995231628"
"3296","10000144",EASTERLING CORRECTIONAL FACILITY,200 WALLACE DR,CLIO,AL,"36017","2615",(334) 397-4471,STATE,OPEN,"1236",BARBOUR,"01005",USA,"922140",CORRECTIONAL INSTITUTIONS,https://doc.alabama.gov/docs/MonthlyRpts/November%202023.pdf,2023/11/30,IMAGERY/OTHER,2024/02/07,https://doc.alabama.gov/facility?loc=13,MEDIUM,"1318",0.000011919281633,0.013371727786691,"10000144",PAL013,"1059","1059","7.5"
"3493","10000315",MCRAE CORRECTIONAL FACILITY,112 JIM HAMMOCK DRIVE,MCRAE,GA,"31055","-999",(229) 868-7778,FEDERAL,CLOSED,"0",TELFAIR,"13271",USA,"922140",CORRECTIONAL INSTITUTIONS,https://www.13wmaz.com/article/news/local/private-prison-in-mcrae-to-close-and-lay-off-252-people/93-733591fd-42ec-4b16-85cd-7afc28983769,2022/10/22,IMAGERY/OTHER,2024/02/05,NOT AVAILABLE,NOT AVAILABLE,"-999",0.000008764154700,0.011699928233280,"10000315",FGA105,"1591","1591","7.36666679382324"
"4077","10003934",STEWART DETENTION CENTER,146 CCA ROAD,LUMPKIN,GA,"31815","-999",(229) 838-5000,FEDERAL,OPEN,"1520",STEWART,"13259",USA,"922140",CORRECTIONAL INSTITUTIONS,https://www.ice.gov/detain/detention-management,2024/01/12,IMAGERY/OTHER,2024/02/01,https://www.corecivic.com/facilities/stewart-detention-center,MEDIUM,"1752",0.000008133574738,0.010884248330264,"10003934",,,"1520","7"
"4106","10004515",SMITH TRANSITIONAL CENTER,8631 UNITED STATES HIGHWAY 301 NORTH,CLAXTON,GA,"30417","-999",(912) 739-1911,STATE,OPEN,"209",EVANS,"13109",USA,"922140",CORRECTIONAL INSTITUTIONS,https://gdc.georgia.gov/locations,2024/02/01,IMAGERY/OTHER,2024/04/01,https://gdc.georgia.gov/locations/smith-transitional-center,MINIMUM,"213",0.000001037136826,0.003952881444415,"10004515",PGA096,"210","210","6.80000019073486"
"5797","10000098",ALLENDALE CORRECTIONAL INSTITUTION,1057 REVOLUTIONARY TRAIL,FAIRFAX,SC,"29827","-999",(803) 632-2561,STATE,OPEN,"-999",ALLENDALE,"45005",USA,"922140",CORRECTIONAL INSTITUTIONS,https://www.doc.sc.gov/institutions,2018/01/08,IMAGERY/OTHER,2024/04/10,https://www.doc.sc.gov/institutions,MEDIUM,"-999",0.000014803833437,0.014951066161344,"10000098",PSC001,"952","952","6.09999990463257"
