FID,FACILITYID,NAME,ADDRESS,CITY,STATE,ZIP,ZIP4,TELEPHONE,TYPE,STATUS,POPULATION,COUNTY,COUNTYFIPS,COUNTRY,SECURELVL,degx,degy,EBF_PFS,PM25F_PFS,TPF,EB_ET,PM25_ET,TC,CC,N_ENY_EOMI,N_PLN_EOMI,washu_mean,pm25_et_wa,pm25_2019,thresh_dif
"3776","10003398",WEST CENTRAL COMMUNITY CORRECTIONAL FACILITY,18200 STATE ROUTE 4 N,MARYSVILLE,OH,"43040","-999",(937) 644-2838,STATE,OPEN,"145",UNION,"39159",USA,MINIMUM,-83.359011,40.265957,0.270000000000000,0.690000000000000,7542.000000000000000,"0","0","0",0.000000000000000,"0","0",8.163888931274414,"0",8.399999618530270,
"3777","10003365",NORTHEAST OHIO COMMUNITY ALTERNATIVE PROGRAM - MALE,411 PINE AVE SE,WARREN,OH,"44483","-999",(330) 675-2669,STATE,OPEN,"130",TRUMBULL,"39155",USA,MINIMUM,-80.812916,41.233077,0.970000000000000,0.540000000000000,989.000000000000000,"1","0","10",5.000000000000000,"1","0",8.037500143051147,"0",7.800000190734860,
"3778","10005978",STAR - ATHENS CAMPUS,7 W TWENTY-NINE DR,NELSONVILLE,OH,"45764","-999",(740) 753-5000,STATE,OPEN,"70",ATHENS,"39009",USA,MINIMUM,-82.243525,39.456493,0.940000000000000,0.340000000000000,4377.000000000000000,"1","0","3",1.000000000000000,"1","1",6.811842083930970,"0",7.000000000000000,
"3779","10005985",STAR COMMUNITY JUSTICE CENTER,4696 GALLIA PIKE,FRANKLIN FURNACE,OH,"45629","-999",(740) 354-9026,STATE,OPEN,"281",SCIOTO,"39145",USA,MINIMUM,-82.841956,38.626594,0.870000000000000,0.360000000000000,4460.000000000000000,"0","0","2",1.000000000000000,"0","0",6.668571404048374,"0",6.599999904632570,
"3780","10003411",FRANKLIN MEDICAL CENTER (ZONE B),1800 HARMON AVE,COLUMBUS,OH,"43223","-999",(614) 445-8600,STATE,OPEN,"473",FRANKLIN,"39049",USA,CLOSE,-83.014758,39.922114,0.490000000000000,0.740000000000000,6267.000000000000000,"0","0","3",2.000000000000000,"0","0",8.337499976158142,"0",8.100000381469730,
"3782","10003390",WESTERN OHIO REGIONAL TREATMENT & REHABILITATION CENTER / WORTH CENTER,243 E BLUELICK RD,LIMA,OH,"45802","-999",(419) 222-3339,STATE,OPEN,"94",ALLEN,"39003",USA,MINIMUM,-84.103537,40.789188,0.800000000000000,0.630000000000000,2848.000000000000000,"0","0","0",0.000000000000000,"0","0",8.360000038146975,"0",8.399999618530270,
"3786","10000841",NORTH KERN STATE PRISON (NKSP),2737 WEST CECIL AVENUE,DELANO,CA,"93215","-999",(661) 721-2345,STATE,OPEN,"4492",KERN,"06029",USA,MEDIUM,-119.309876,35.781885,,0.990000000000000,3267.000000000000000,"0","1","2",2.000000000000000,"1","0",10.349999904632568,"1",10.349999904632600,both
"3787","10000972",ELAYN HUNT CORRECTIONAL CENTER,6925 HWY 74,ST. GABRIEL,LA,"70776","-999",(225) 642-3306,STATE,OPEN,"1999",IBERVILLE,"22047",USA,MAXIMUM,-91.086213,30.265637,0.520000000000000,0.860000000000000,8279.000000000000000,"0","0","3",3.000000000000000,"0","1",8.511347544108721,"0",8.500000000000000,
"3791","10000952",STEVE HOYLE REHABILITATION CENTER,1005 W GREEN ST,TALLULAH,LA,"71282","-999",(318) 574-5740,STATE,OPEN,"0",MADISON,"22065",USA,MEDIUM,-91.203707,32.413893,0.960000000000000,0.510000000000000,3171.000000000000000,"1","0","3",3.000000000000000,"1","0",7.668003595661564,"0",7.800000190734860,
"3792","10002522",FLAMBEAU CORRECTIONAL CENTER,N671 COUNTY RD M,HAWKINS,WI,"54530","9400",(715) 585-6394,STATE,OPEN,"90",SAWYER,"55113",USA,MINIMUM,-90.741727,45.656440,0.970000000000000,0.040000000000000,1553.000000000000000,"1","0","2",2.000000000000000,"1","0",4.661311223115290,"0",4.900000095367430,
"3796","10000953",WINN CORRECTIONAL CENTER,180 CCA BLVD,ATLANTA,LA,"71483","-999",(318) 628-3971,STATE,OPEN,"1469",WINN,"22127",USA,MAXIMUM,-92.779304,31.850677,0.810000000000000,0.740000000000000,6183.000000000000000,"0","0","0",0.000000000000000,"0","1",7.170193991753580,"0",7.375000119209290,
"3800","10002517",GORDON CORRECTIONAL CENTER,10401 E COUNTY RD G,GORDON,WI,"54838","-999",(715) 376-2680,STATE,OPEN,"85",DOUGLAS,"55031",USA,MINIMUM,-91.753772,46.232597,0.750000000000000,0.020000000000000,5194.000000000000000,"0","0","0",0.000000000000000,"0","0",4.319588967417711,"0",4.400000095367430,
"3801","10000988",MCNAUGHTON CORRECTIONAL CENTER,8500 RAINBOW RD,LAKE TOMAHAWK,WI,"54939","9558",(715) 277-2484,STATE,OPEN,"106",ONEIDA,"55085",USA,MINIMUM,-89.632484,45.801077,0.930000000000000,0.020000000000000,2307.000000000000000,"1","0","0",0.000000000000000,"1","0",4.857539767310734,"0",4.850000143051150,
"3814","10000844",KERN VALLEY STATE PRISON (KVSP),3000 WEST CECIL AVENUE,DELANO,CA,"93216","6000",(661) 721-6300,STATE,OPEN,"3709",KERN,"06029",USA,MAXIMUM,-119.325363,35.766475,,0.990000000000000,2231.000000000000000,"0","1","2",2.000000000000000,"1","0",10.200000127156576,"1",10.199999809265099,both
"3815","10002568",WISCONSIN RESOURCE CENTER,1505 NORTH DR,WINNEBAGO,WI,"54985","-999",(920) 426-4310,STATE,OPEN,"380",WINNEBAGO,"55139",USA,NOT AVAILABLE,-88.514995,44.075329,0.270000000000000,0.170000000000000,4767.000000000000000,"0","0","0",0.000000000000000,"0","0",7.450000004334884,"0",7.699999809265140,
"3819","10001177",NAMPA COMMUNITY REENTRY CENTER,1640 11TH AVE N,NAMPA,ID,"83687","-999",(208) 465-8490,STATE,OPEN,"96",CANYON,"16027",USA,MINIMUM,-116.534783,43.598915,0.300000000000000,0.720000000000000,20124.000000000000000,"0","0","1",1.000000000000000,"0","0",6.785714299338204,"0",7.400000095367430,
"3834","10006544",IDAHO CORRECTIONAL ALTERNATIVE PLACEMENT PROGRAM FACILITY,15505 SOUTH PLEASANT VALLEY ROAD,KUNA,ID,"83634","-999",(208) 336-9959,STATE,OPEN,"431",ADA,"16001",USA,MINIMUM,-116.235773,43.461837,0.350000000000000,0.140000000000000,7924.000000000000000,"0","0","0",0.000000000000000,"0","1",5.812246689397334,"0",6.000000000000000,
"3845","10002309",PELICAN BAY STATE PRISON (PBSP),5905 LAKE EARL DRIVE,CRESCENT CITY,CA,"95531","-999",(707) 465-1000,STATE,OPEN,"2384",DEL NORTE,"06015",USA,MAXIMUM,-124.149075,41.854809,0.490000000000000,0.690000000000000,6108.000000000000000,"0","0","0",0.000000000000000,"0","0",4.893805347712694,"0",4.900000095367430,
"3846","10006530",FOLSOM WOMEN'S FACILITY (FWF),570 E NATOMA ST,REPRESA,CA,"95671","-999",NOT AVAILABLE,STATE,OPEN,"397",SACRAMENTO,"06067",USA,MEDIUM,-121.148791,38.693208,0.150000000000000,0.920000000000000,4860.000000000000000,"0","1","0",0.000000000000000,"1","0",6.824999928474426,"0",6.699999809265140,cejstonly
"3849","10000810",PLEASANT VALLEY STATE PRISON(PVSP),24863 WEST JAYNE AVENUE,COALINGA,CA,"93210","-999",(559) 935-4900,STATE,OPEN,"2860",FRESNO,"06019",USA,MAXIMUM,-120.248900,36.131473,,0.840000000000000,3251.000000000000000,"0","0","1",1.000000000000000,"0","0",5.325000047683716,"0",5.149999976158140,
"3850","10000869",R J DONOVAN CORRECTIONAL FACILITY (RJD),480 ALTA ROAD,SAN DIEGO,CA,"92179","-999",(619) 661-6500,STATE,OPEN,"3915",SAN DIEGO,"06073",USA,MAXIMUM,-116.933576,32.584565,0.180000000000000,0.800000000000000,18854.000000000000000,"0","0","0",0.000000000000000,"0","1",11.225000023841858,"1",10.600000381469700,washuonly
"3851","10001183",IDAHO STATE CORRECTIONAL CENTER,14601 S PLEASANT VALLEY RD,KUNA,ID,"83634","-999",(208) 331-2760,STATE,OPEN,"2181",ADA,"16001",USA,CLOSE,-116.237587,43.471199,0.350000000000000,0.140000000000000,7924.000000000000000,"0","0","0",0.000000000000000,"0","1",5.812246689397334,"0",6.099999904632570,
"3852","10000847",WASCO STATE PRISON (WSP),701 SCOFIELD AVENUE,WASCO,CA,"93280","-999",(661) 758-8400,STATE,OPEN,"5127",KERN,"06029",USA,MEDIUM,-119.408332,35.594312,,0.990000000000000,5571.000000000000000,"0","1","2",2.000000000000000,"1","0",9.625000238418581,"1",9.650000095367430,both
"3853","10000802",VALLEY STATE PRISON (VSP),21633 AVENUE 24,CHOWCHILLA,CA,"93610","-999",(559) 665-6100,STATE,OPEN,"3570",MADERA,"06039",USA,MEDIUM,-120.155472,37.105477,0.850000000000000,0.980000000000000,8718.000000000000000,"0","1","7",6.000000000000000,"1","0",8.560194163646512,"0",8.500000000000000,cejstonly
"3855","10003405",BELMONT CAMP,68518 BANNOCK RD,ST. CLAIRSVILLE,OH,"43950","-999",(740) 695-5169,STATE,OPEN,"491",BELMONT,"39013",USA,MINIMUM,-80.977013,40.081752,0.750000000000000,0.330000000000000,6027.000000000000000,"0","0","0",0.000000000000000,"0","1",7.081553389725176,"0",7.500000000000000,
"3858","10000821",SALINAS VALLEY STATE PRISON (SVSP),31625 HIGHWAY 101,SOLEDAD,CA,"93960","-999",(831) 678-5500,STATE,OPEN,"3510",MONTEREY,"06053",USA,MAXIMUM,-121.374394,36.478857,0.080000000000000,0.110000000000000,8821.000000000000000,"0","0","2",1.000000000000000,"0","0",4.899999936421712,"0",5.099999904632570,
"3859","10005251",DEVIL'S GARDEN CONSERVATION CAMP #40,2300 COUNTY ROAD 74,ALTURAS,CA,"96101","-999",(530) 233-3553,STATE,OPEN,"114",MODOC,"06049",USA,MINIMUM,-120.670205,41.523599,0.610000000000000,0.580000000000000,2441.000000000000000,"0","0","0",0.000000000000000,"0","1",4.647200711967828,"0",4.649999856948850,
"3860","10006347",LA CIMA CONSERVATION CAMP #42,15108 SUNRISE HIGHWAY,JULIAN,CA,"92036","-999",(760) 765-3085,STATE,OPEN,"74",SAN DIEGO,"06073",USA,MINIMUM,-116.536892,32.938937,0.520000000000000,0.220000000000000,2235.000000000000000,"0","0","0",0.000000000000000,"0","1",6.709397598634284,"0",7.950000047683720,
"3862","10005248",DEADWOOD CONSERVATION CAMP #23,17148 MCADAMS CREEK ROAD,FORT JONES,CA,"96032","-999",(530) 468-2633,STATE,OPEN,"88",SISKIYOU,"06093",USA,MINIMUM,-122.824078,41.677742,0.520000000000000,0.940000000000000,3777.000000000000000,"0","1","0",0.000000000000000,"1","1",4.996214092244680,"0",4.400000095367430,cejstonly
"3863","10000771",ALDER CONSERVATION CAMP #20,1400 ALDER CAMP ROAD,KLAMATH,CA,"95548","-999",(707) 482-4511,STATE,OPEN,"109",DEL NORTE,"06015",USA,MINIMUM,-124.061403,41.501026,0.780000000000000,0.630000000000000,1251.000000000000000,"0","0","6",4.000000000000000,"0","1",4.892142873718626,"0",5.149999856948850,
"3864","10002428",BELMONT CORRECTIONAL INSTITUTION,68518 BANNOCK RD,ST. CLAIRSVILLE,OH,"43950","-999",(740) 695-5169,STATE,OPEN,"2209",BELMONT,"39013",USA,CLOSE,-80.976599,40.085031,0.750000000000000,0.330000000000000,6027.000000000000000,"0","0","0",0.000000000000000,"0","1",7.081553389725176,"0",7.500000000000000,
"3866","10002432",CHILLICOTHE CORRECTIONAL INSTITUTION / RTU,15802 STATE ROUTE N 104,CHILLICOTHE,OH,"45601","-999",(740) 774-7080,STATE,OPEN,"2715",ROSS,"39141",USA,CLOSE,-83.001829,39.369153,0.920000000000000,0.470000000000000,5244.000000000000000,"1","0","2",2.000000000000000,"1","0",7.400000000000000,"0",7.575000047683720,
"3868","10003433",LEBANON CORRECTIONAL INSTITUTION,3791 STATE ROUTE 63,LEBANON,OH,"45036","-999",(513) 932-1211,STATE,OPEN,"2344",WARREN,"39165",USA,MAXIMUM,-84.299645,39.432990,0.000000000000000,0.840000000000000,5952.000000000000000,"0","0","2",2.000000000000000,"0","0",9.449999928474426,"1",9.350000381469730,washuonly
"3870","10000902",FRANCISQUITO CONSERVATION CAMP #4,35100 NORTH SAN FRANCISQUITO CANYON ROAD,SANTA CLARITA,CA,"91390","-999",(661) 296-4409,STATE,OPEN,"68",LOS ANGELES,"06037",USA,MINIMUM,-118.475808,34.565338,0.570000000000000,0.540000000000000,172.000000000000000,"0","0","0",0.000000000000000,"0","0",4.134415575436184,"0",4.099999904632570,
"3872","10000905",MALIBU CONSERVATION CAMP #13,1250 SOUTH ENCINAL CANYON ROAD,MALIBU,CA,"90265","-999",(310) 457-2253,STATE,OPEN,"75",LOS ANGELES,"06037",USA,MINIMUM,-118.865529,34.083929,0.210000000000000,0.800000000000000,2529.000000000000000,"0","0","0",0.000000000000000,"0","0",6.350000006087284,"0",5.900000095367430,
"3873","10000822",GABILAN CONSERVATION CAMP #38,31801 MCCOY RD,SOLEDAD,CA,"93960","-999",(831) 678-1873,STATE,OPEN,"102",MONTEREY,"06053",USA,MINIMUM,-121.383058,36.464073,0.080000000000000,0.110000000000000,8821.000000000000000,"0","0","2",1.000000000000000,"0","0",4.899999936421712,"0",4.699999809265140,
"3876","10000858",BAUTISTA CONSERVATION CAMP #36,33015 BAUTISTA CANYON ROAD,HEMET,CA,"92544","-999",(951) 927-3600,STATE,OPEN,"103",RIVERSIDE,"06065",USA,MINIMUM,-116.809235,33.642045,0.880000000000000,0.290000000000000,5266.000000000000000,"0","0","0",0.000000000000000,"0","0",6.991509454805146,"0",6.099999904632570,
"3877","10000904",JULIUS KLEIN CONSERVATION CAMP #19,EAST FORK ROAD,AZUSA,CA,"91702","-999",(626) 910-1213,STATE,OPEN,"74",LOS ANGELES,"06037",USA,MINIMUM,-117.822901,34.237830,0.380000000000000,0.640000000000000,796.000000000000000,"0","0","0",0.000000000000000,"0","0",5.676546903903374,"0",8.000000000000000,
"3878","10003357",GRAFTON CORRECTIONAL INSTITUTION,2500 S AVON BELDEN RD,GRAFTON,OH,"44044","-999",(440) 748-1161,STATE,OPEN,"1141",LORAIN,"39093",USA,CLOSE,-82.029388,41.278209,0.460000000000000,0.530000000000000,8359.000000000000000,"0","0","0",0.000000000000000,"0","0",7.437500000000000,"0",7.524999976158140,
"3879","10000982",MADISON CORRECTIONAL INSTITUTION,1851 STATE ROUTE 56,LONDON,OH,"43140","-999",(740) 852-9777,STATE,OPEN,"2371",MADISON,"39097",USA,MEDIUM,-83.469184,39.910058,0.460000000000000,0.640000000000000,5271.000000000000000,"0","0","0",0.000000000000000,"0","0",8.121428591864451,"0",8.174999952316282,
"3882","10006623",LEBANON CORRECTIONAL INSTITUTION CAMP,3791 STATE ROUTE 63,LEBANON,OH,"45036","-999",(513) 932-1211,STATE,OPEN,"167",WARREN,"39165",USA,MINIMUM,-84.302407,39.435705,0.000000000000000,0.840000000000000,5952.000000000000000,"0","0","2",2.000000000000000,"0","0",9.449999928474426,"1",9.600000381469730,washuonly
"3890","10005290",GROWLERSBURG CONSERVATION CAMP #33,5440 LONGVIEW LANE,GEORGETOWN,CA,"95634","-999",(530) 333-4244,STATE,OPEN,"109",EL DORADO,"06017",USA,MINIMUM,-120.870043,38.903133,0.680000000000000,0.380000000000000,7911.000000000000000,"0","0","4",2.000000000000000,"0","0",5.398663112823976,"0",5.500000000000000,
"3891","10005252",EEL RIVER CONSERVATION CAMP #31,3850 REDWOOD DRIVE,REDWAY,CA,"95560","-999",(707) 923-2755,STATE,OPEN,"98",HUMBOLDT,"06023",USA,MINIMUM,-123.822407,40.138253,0.850000000000000,0.270000000000000,3241.000000000000000,"0","0","0",0.000000000000000,"0","0",4.895974576978360,"0",5.500000000000000,
"3897","10003397",OHIO REFORMATORY FOR WOMEN,1479 COLLINS AVE,MARYSVILLE,OH,"43040","-999",(937) 642-1065,STATE,OPEN,"2499",UNION,"39159",USA,MAXIMUM,-83.392683,40.222689,0.410000000000000,0.690000000000000,9835.000000000000000,"0","0","0",0.000000000000000,"0","0",8.133333312140572,"0",8.000000000000000,
"3898","10005253",HIGH ROCK CONSERVATION CAMP #32,23322 AVENUE OF THE GIANTS,WEOTT,CA,"95571","-999",(707) 946-2343,STATE,OPEN,"96",HUMBOLDT,"06023",USA,MINIMUM,-123.931262,40.375077,0.680000000000000,0.250000000000000,4347.000000000000000,"0","0","2",1.000000000000000,"0","0",5.016975311585416,"0",5.300000190734860,
"3900","10003372",OHIO STATE PENITENTIARY,878 COITSVILLE-HUBBARD RD,YOUNGSTOWN,OH,"44505","-999",(330) 743-0700,STATE,OPEN,"465",MAHONING,"39099",USA,MAXIMUM,-80.577006,41.109399,0.900000000000000,0.580000000000000,3149.000000000000000,"1","0","10",5.000000000000000,"1","1",7.430769223433274,"0",7.150000095367430,
"3901","10000014",PRUNTYTOWN CORRECTIONAL CENTER,2006 TRAP SPRINGS RD,GRAFTON,WV,"26354","-999",(304) 265-6111,STATE,OPEN,"369",TAYLOR,"54091",USA,MEDIUM,-80.074128,39.330417,0.540000000000000,0.150000000000000,5225.000000000000000,"0","0","3",3.000000000000000,"0","1",6.559420243553494,"0",6.549999952316280,
"3908","10005263",ANTELOPE CONSERVATION CAMP #25,711-045 CENTER ROAD,SUSANVILLE,CA,"96127","-999",(530) 257-2181,STATE,OPEN,"111",LASSEN,"06035",USA,MINIMUM,-120.510421,40.401699,0.660000000000000,0.370000000000000,9280.000000000000000,"0","0","2",1.000000000000000,"0","0",6.505048101911178,"0",6.500000000000000,
"3911","10005305",MOUNT BULLION CONSERVATION CAMP #39,5730 MOUNT BULLION ACCESS ROAD,MARIPOSA,CA,"95338","-999",(209) 742-5494,STATE,OPEN,"97",MARIPOSA,"06043",USA,MINIMUM,-120.048738,37.535978,0.840000000000000,0.960000000000000,3883.000000000000000,"0","1","4",3.000000000000000,"1","0",7.106355925737802,"0",6.950000047683720,cejstonly
"3913","10000013",ST MARY'S CORRECTIONAL CENTER,2880 N. PLEASANTS HIGHWAY,ST. MARYS,WV,"26170","-999",(304) 684-5500,STATE,OPEN,"610",PLEASANTS,"54073",USA,MEDIUM,-81.169542,39.430655,0.440000000000000,0.300000000000000,3197.000000000000000,"0","0","0",0.000000000000000,"0","0",6.644339631188592,"0",6.933333396911620,
"3915","10006624",OHIO STATE PENITENTIARY CAMP,878 COITSVILLE-HUBBARD RD,YOUNGSTOWN,OH,"44505","-999",(330) 743-0700,STATE,OPEN,"152",MAHONING,"39099",USA,MINIMUM,-80.578437,41.112165,0.900000000000000,0.580000000000000,3149.000000000000000,"1","0","10",5.000000000000000,"1","1",7.430769223433274,"0",7.000000000000000,
"3916","10005264",ISHI CONSERVATION CAMP #18,30500 PLUM CREEK ROAD,PAYNES CREEK,CA,"96075","-999",(530) 597-2846,STATE,OPEN,"110",TEHAMA,"06103",USA,MINIMUM,-121.894959,40.313082,0.810000000000000,0.780000000000000,4948.000000000000000,"0","0","5",3.000000000000000,"0","0",5.872106915899794,"0",5.099999904632570,
"3918","10005324",MOUNTAIN HOME CONSERVATION CAMP #10,45260 BEAR CREEK RD,SPRINGVILLE,CA,"93265","-999",(559) 539-2334,STATE,OPEN,"85",TULARE,"06107",USA,MINIMUM,-118.713928,36.207914,0.960000000000000,0.440000000000000,5237.000000000000000,"1","0","4",3.000000000000000,"1","0",6.513610921346532,"0",7.000000000000000,
"3932","10006204",HOLTON CONSERVATION CAMP #16,12653 N. LITTLE TUJUNGA CANYON ROAD,SYLMAR,CA,"91342","-999",(818) 897-7071,STATE,OPEN,"86",LOS ANGELES,"06037",USA,MINIMUM,-118.360331,34.300037,0.380000000000000,0.770000000000000,461.000000000000000,"0","0","5",3.000000000000000,"0","1",6.094719464235968,"0",7.725000023841860,
"3933","10000856",NORCO CONSERVATION CAMP #0,3195 WESTERN AVENUE,NORCO,CA,"92860","-999",(951) 737-5911,STATE,OPEN,"65",RIVERSIDE,"06065",USA,MINIMUM,-117.575944,33.926918,0.120000000000000,0.980000000000000,3385.000000000000000,"0","1","0",0.000000000000000,"1","1",9.366666793823242,"1",9.300000190734860,both
"3938","10000878",MCCAIN VALLEY CONSERVATION CAMP #21,2550 MCCAIN VALLEY ROAD,BOULEVARD,CA,"91905","-999",(619) 766-4393,STATE,OPEN,"85",SAN DIEGO,"06073",USA,MINIMUM,-116.266774,32.684227,0.720000000000000,0.130000000000000,7998.000000000000000,"0","0","4",3.000000000000000,"0","1",7.294955762508696,"0",7.199999809265140,
"3939","10000855",CUESTA CONSERVATION CAMP #24,635 N. SANTA ROSA STREET,SAN LUIS OBISPO,CA,"93405","-999",(805) 547-7971,STATE,OPEN,"-999",SAN LUIS OBISPO,"06079",USA,MINIMUM,-120.733442,35.329429,0.350000000000000,0.120000000000000,1958.000000000000000,"0","0","0",0.000000000000000,"0","1",4.289568328171325,"0",4.900000095367430,
"3942","10000774",INTERMOUNTAIN CONSERVATION CAMP #22,651-025 FOOTHILL RD,BIEBER,CA,"96009","-999",(530) 294-5361,STATE,OPEN,"70",LASSEN,"06035",USA,MINIMUM,-121.224197,41.123107,0.830000000000000,0.350000000000000,1445.000000000000000,"0","0","3",1.000000000000000,"0","0",5.298757149306158,"0",5.000000000000000,
"3944","10000901",FENNER CANYON CONSERVATION CAMP #41,25900 BIG ROCK CREEK ROAD,VALYERMO,CA,"93563","-999",(661) 944-0173,STATE,OPEN,"94",LOS ANGELES,"06037",USA,MINIMUM,-117.772629,34.390103,0.380000000000000,0.640000000000000,796.000000000000000,"0","0","0",0.000000000000000,"0","0",5.676546903903374,"0",5.099999904632570,
"3945","10000814",BEN LOMOND CONSERVATION CAMP #45,13575 EMPIRE GRADE ROAD,SANTA CRUZ,CA,"95060","-999",(831) 423-1652,STATE,OPEN,"101",SANTA CRUZ,"06087",USA,MINIMUM,-122.169067,37.130265,0.410000000000000,0.290000000000000,4684.000000000000000,"0","0","0",0.000000000000000,"0","0",5.954662407326162,"0",5.524999976158140,
"3946","10000786",DELTA CONSERVATION CAMP #8,6246 LAMBIE ROAD,SUISUN CITY,CA,"94585","-999",(707) 425-4878,STATE,OPEN,"103",SOLANO,"06095",USA,MINIMUM,-121.847224,38.217626,0.440000000000000,0.980000000000000,10676.000000000000000,"0","1","0",0.000000000000000,"1","1",7.096930531577264,"0",7.000000000000000,cejstonly
"3950","10000789",BASELINE CONSERVATION CAMP #30,16809 PEORIA FLAT ROAD,JAMESTOWN,CA,"95327","-999",(209) 984-4464,STATE,OPEN,"100",TUOLUMNE,"06109",USA,MINIMUM,-120.529648,37.924043,0.770000000000000,0.960000000000000,2170.000000000000000,"0","1","0",0.000000000000000,"1","0",6.713012473468474,"0",6.199999809265140,cejstonly
"3951","10002349",ACTON CONSERVATION CAMP #11,8800 SOLEDAD CANYON ROAD,ACTON,CA,"93510","-999",(661) 268-0113,STATE,OPEN,"76",LOS ANGELES,"06037",USA,MINIMUM,-118.287351,34.437432,0.270000000000000,0.530000000000000,4722.000000000000000,"0","0","0",0.000000000000000,"0","0",5.100943389928566,"0",5.599999904632570,
"3953","10006186",NANCY MCDONNELL COMMUNITY CORRECTIONAL FACILITY,3540 CROTON AVE,CLEVELAND,OH,"44115","-999",(216) 698-3100,STATE,OPEN,"160",CUYAHOGA,"39035",USA,MINIMUM,-81.665436,41.487364,0.990000000000000,0.750000000000000,2410.000000000000000,"1","0","15",7.000000000000000,"1","1",9.329410328643451,"1",9.300000190734860,washuonly
"3954","10006349",MAHONING FACILITY,1507 MARKET STREET,YOUNGSTOWN,OH,"44507","-999",(330) 744-5143,STATE,OPEN,"-999",MAHONING,"39099",USA,MINIMUM,-80.656460,41.085712,0.980000000000000,0.580000000000000,1106.000000000000000,"1","0","10",4.000000000000000,"1","0",7.599999904632568,"0",7.599999904632570,
"3955","10001522",SIERRA CONSERVATION CENTER (SCC),5100 O'BYRNES FERRY ROAD,JAMESTOWN,CA,"95327","-999",(209) 984-5291,STATE,OPEN,"4409",TUOLUMNE,"06109",USA,MEDIUM,-120.536540,37.891689,,0.970000000000000,2509.000000000000000,"0","1","0",0.000000000000000,"1","0",6.239180264410388,"0",6.266666730244950,cejstonly
"3956","10002310",HIGH DESERT STATE PRISON (HDSP),475-750 RICE CANYON ROAD,SUSANVILLE,CA,"96127","-999",(530) 251-5100,STATE,OPEN,"3521",LASSEN,"06035",USA,MAXIMUM,-120.513391,40.407869,0.660000000000000,0.370000000000000,9280.000000000000000,"0","0","2",1.000000000000000,"0","0",6.505048101911178,"0",6.475000023841860,
"3958","10006531",DEPARTMENT OF STATE HOSPITALS - COALINGA,24511 WEST JAYNE AVENUE,COALINGA,CA,"93210","5000",(559) 935-4300,STATE,OPEN,"50",FRESNO,"06019",USA,NOT AVAILABLE,-120.240444,36.133433,,0.840000000000000,3251.000000000000000,"0","0","1",1.000000000000000,"0","0",5.325000047683716,"0",5.350000143051150,
"3961","10006532",DEPARTMENT OF STATE HOSPITALS - ATASCADERO,10333 EL CAMINO REAL,ATASCADERO,CA,"93422","-999",(805) 468-2000,STATE,OPEN,"223",SAN LUIS OBISPO,"06079",USA,NOT AVAILABLE,-120.634867,35.464060,0.520000000000000,0.130000000000000,234.000000000000000,"0","0","1",1.000000000000000,"0","0",5.350000143051148,"0",5.400000095367430,
"3963","10005328",PILOT ROCK CONSERVATION FIRE CAMP #15,P.O. BOX 10,CRESTLINE,CA,"92325","-999",(909) 338-1950,STATE,OPEN,"67",SAN BERNARDINO,"06071",USA,MINIMUM,-117.281466,34.271657,0.610000000000000,0.840000000000000,3820.000000000000000,"0","0","0",0.000000000000000,"0","0",7.692093039667884,"0",7.699999809265140,
"3970","10002340",DESERT VIEW MODIFIED COMMUNITY CORRECTIONAL FACILITY,10450 RANCHO ROAD,ADELANTO,CA,"92301","0724",(760) 246-1171,STATE,OPEN,"700",SAN BERNARDINO,"06071",USA,MEDIUM,-117.437288,34.559914,0.770000000000000,0.330000000000000,8697.000000000000000,"0","0","2",2.000000000000000,"0","1",7.786290354113426,"0",8.399999618530270,
"3971","10003367",CLIFF SKEEN COMMUNITY BASED CORRECTIONAL FACILITY FOR WOMEN,941 SHERMAN ST,AKRON,OH,"44311","-999",(330) 374-9610,STATE,OPEN,"-999",SUMMIT,"39153",USA,MINIMUM,-81.515648,41.057122,0.930000000000000,0.660000000000000,1708.000000000000000,"1","0","7",5.000000000000000,"1","0",8.003581612190819,"0",8.000000000000000,
"3977","10005299",VALLECITO CONSERVATION CAMP #1,3225 SIX MILE ROAD,ANGELS CAMP,CA,"95222","-999",(209) 736-4922,STATE,OPEN,"86",CALAVERAS,"06009",USA,MINIMUM,-120.488744,38.106427,0.750000000000000,0.940000000000000,3560.000000000000000,"0","1","0",0.000000000000000,"1","0",5.654117578618668,"0",5.699999809265140,cejstonly
"3978","10005256",TRINITY RIVER CONSERVATION CAMP #3,3325 PETTIJOHN ROAD,LEWISTON,CA,"96052","-999",(530) 286-2886,STATE,OPEN,"110",TRINITY,"06105",USA,MINIMUM,-122.803950,40.789814,0.800000000000000,0.820000000000000,4091.000000000000000,"0","0","0",0.000000000000000,"0","0",6.181013682343168,"0",4.299999952316280,
"3983","10000877",RAINBOW CONSERVATION CAMP #2,8215 RAINBOW HEIGHTS ROAD,FALLBROOK,CA,"92028","-999",(760) 728-2554,STATE,OPEN,"100",SAN DIEGO,"06073",USA,MINIMUM,-117.118328,33.427961,0.490000000000000,0.810000000000000,2175.000000000000000,"0","0","0",0.000000000000000,"0","0",6.328571469443186,"0",5.699999809265140,
