,FID,FACILITYID,NAME,ADDRESS,CITY,STATE,ZIP,ZIP4,TELEPHONE,TYPE,STATUS,POPULATION,COUNTY,COUNTYFIPS,COUNTRY,NAICS_CODE,NAICS_DESC,SOURCE,SOURCEDATE,VAL_METHOD,VAL_DATE,WEBSITE,SECURELVL,CAPACITY,SHAPE_Leng,GlobalID,CreationDate,Creator,EditDate,Editor,SHAPE_Length,SHAPE_Area,geometry
4120,4121,10000662,DANVILLE CORRECTIONAL CENTER,3820 EAST MAIN STREET,DANVILLE,IL,61834,-999,(217) 446-0441,STATE,OPEN,1724.0,VERMILION,17183,USA,922140,CORRECTIONAL INSTITUTIONS,https://www2.illinois.gov/idoc/facilities/Pages/danvillecorrectionalcenter.aspx,2017-08-31 00:00:00+00:00,IMAGERY/OTHER,2019-11-18 00:00:00+00:00,https://www.illinois.gov/idoc/facilities/Pages/AllFacilities.aspx,MEDIUM,1864.0,0.0145498788216,{DA928137-ABA6-4FF9-BBD4-996AF6D13638},2022-01-07 15:27:25+00:00,HostedByHIFLD,2022-01-07 15:27:25+00:00,HostedByHIFLD,0.01454987882163536,1.49019170497e-05,POINT (-87.53645593589486 40.12956679180348)
4122,4123,10000455,SUMTER CORRECTIONAL INSTITUTION AND BASIC TRAINING UNIT,9544 COUNTY RD 476B,BUSHNELL,FL,33513,0667,(352) 569-6100,STATE,OPEN,1284.0,SUMTER,12119,USA,922140,CORRECTIONAL INSTITUTIONS,"http://www.dc.state.fl.us/pub/pop/, http://www.dc.state.fl.us/org/facilitydir.html",2017-09-30 00:00:00+00:00,IMAGERY/OTHER,2019-12-12 00:00:00+00:00,http://www.dc.state.fl.us/org/facilitydir.html,CLOSE,1639.0,0.0211730501638,{BD5CFD71-635B-4E7E-BCC6-D8272E0B7132},2022-01-07 15:27:25+00:00,HostedByHIFLD,2022-01-07 15:27:25+00:00,HostedByHIFLD,0.021173050163786164,2.81752307239e-05,POINT (-82.20754298714407 28.617483883253456)
4124,4125,10000669,DECATUR CORRECTIONAL CENTER,2310 EAST MOUND ROAD,DECATUR,IL,62524,-999,(217) 877-0353,STATE,OPEN,549.0,MACON,17115,USA,922140,CORRECTIONAL INSTITUTIONS,https://www2.illinois.gov/idoc/facilities/Pages/decaturcorrectionalcenter.aspx,2017-08-31 00:00:00+00:00,IMAGERY/OTHER,2019-11-18 00:00:00+00:00,https://www.illinois.gov/idoc/facilities/Pages/AllFacilities.aspx,MINIMUM,792.0,0.0134860597539,{E338CD05-54CF-4F82-AB38-92D5ADE531BE},2022-01-07 15:27:25+00:00,HostedByHIFLD,2022-01-07 15:27:25+00:00,HostedByHIFLD,0.013486059753885216,7.74759037836e-06,POINT (-88.92662636449377 39.89511506490509)
4126,4127,10000646,JOLIET TREATMENT CENTER,2848 WEST MCDONOUGH,JOLIET,IL,60436,-999,(815) 730-4400,STATE,OPEN,181.0,WILL,17197,USA,922140,CORRECTIONAL INSTITUTIONS,https://www2.illinois.gov/idoc/facilities/Pages/JolietTreatmentCenter.aspx,2017-11-29 00:00:00+00:00,IMAGERY/OTHER,2019-11-18 00:00:00+00:00,https://www.illinois.gov/idoc/facilities/Pages/AllFacilities.aspx,MAXIMUM,486.0,0.0196195618423,{2029B99F-191A-4F57-BFCF-2CC5529415E7},2022-01-07 15:27:25+00:00,HostedByHIFLD,2022-01-07 15:27:25+00:00,HostedByHIFLD,0.0196195618422634,2.3892583609e-05,POINT (-88.15264614837622 41.512346695506295)
4127,4128,10000674,GRAHAM CORRECTIONAL CENTER,12078 ILLINOIS ROUTE 185,HILLSBORO,IL,62049,-999,(217) 532-6961,STATE,OPEN,1919.0,MONTGOMERY,17135,USA,922140,CORRECTIONAL INSTITUTIONS,https://www.illinois.gov/idoc/reportsandstatistics/Pages/QuarterlyReports.aspx,2017-08-31 00:00:00+00:00,IMAGERY/OTHER,2019-11-18 00:00:00+00:00,https://www.illinois.gov/idoc/facilities/Pages/AllFacilities.aspx,MEDIUM,2013.0,0.0197780790576,{DEDC4C2F-296A-46F7-B27F-E7B36BFB1190},2022-01-07 15:27:25+00:00,HostedByHIFLD,2022-01-07 15:27:25+00:00,HostedByHIFLD,0.019778079057588313,2.57802342777e-05,POINT (-89.47493262679093 39.12648969288462)
4128,4129,10000687,MENARD CORRECTIONAL CENTER,711 KASKASKIA STREET,MENARD,IL,62259,-999,(618) 826-5071,STATE,OPEN,2213.0,RANDOLPH,17157,USA,922140,CORRECTIONAL INSTITUTIONS,https://www2.illinois.gov/idoc/facilities/pages/menardcorrectionalcenter.aspx,2017-08-31 00:00:00+00:00,IMAGERY/OTHER,2019-11-18 00:00:00+00:00,https://www.illinois.gov/idoc/facilities/Pages/AllFacilities.aspx,MAXIMUM,3881.0,0.0156624683149,{CAC637BF-ECFE-468B-978B-11CE2D7B8AF0},2022-01-07 15:27:25+00:00,HostedByHIFLD,2022-01-07 15:27:25+00:00,HostedByHIFLD,0.01566246831486836,1.30757606411e-05,POINT (-89.84197816726684 37.91268569233248)
4129,4130,10000682,LAWRENCE CORRECTIONAL CENTER,10940 LAWRENCE ROAD,SUMNER,IL,62466,-999,(618) 936-2064,STATE,OPEN,2166.0,LAWRENCE,17101,USA,922140,CORRECTIONAL INSTITUTIONS,https://www.illinois.gov/idoc/reportsandstatistics/Pages/QuarterlyReports.aspx,2017-08-31 00:00:00+00:00,IMAGERY/OTHER,2019-11-18 00:00:00+00:00,https://www.illinois.gov/idoc/facilities/Pages/AllFacilities.aspx,MEDIUM,2458.0,0.0140657818762,{3D6DDDB7-719F-4A7D-B31B-506FE7E06F94},2022-01-07 15:27:25+00:00,HostedByHIFLD,2022-01-07 15:27:25+00:00,HostedByHIFLD,0.014065781876162418,1.38768314104e-05,POINT (-87.90591047313379 38.728233048096115)
4130,4131,10000664,LINCOLN CORRECTIONAL CENTER,1098 1350TH STREET,LINCOLN,IL,62656,-999,(217) 735-5411,STATE,OPEN,1007.0,LOGAN,17107,USA,922140,CORRECTIONAL INSTITUTIONS,https://www2.illinois.gov/idoc/facilities/Pages/lincolncorrectionalcenter.aspx,2017-08-31 00:00:00+00:00,IMAGERY/OTHER,2019-11-18 00:00:00+00:00,https://www.illinois.gov/idoc/facilities/Pages/AllFacilities.aspx,MINIMUM,1019.0,0.0119969397979,{3D088B13-D88F-4706-BC82-6DA0262BF8B1},2022-01-07 15:27:25+00:00,HostedByHIFLD,2022-01-07 15:27:25+00:00,HostedByHIFLD,0.011996939797912158,9.15542968504e-06,POINT (-89.38908259427082 40.11823756077299)
4132,4133,10006351,NORTHERN RECEPTION AND CLASSIFICATION CENTER,16830 SOUTH BROADWAY STREET,JOLIET,IL,60434,-999,(815) 727-3607,STATE,OPEN,1302.0,WILL,17197,USA,922140,CORRECTIONAL INSTITUTIONS,https://www2.illinois.gov/idoc/facilities/Pages/statevillecorrectionalcenter.aspx,2017-04-01 00:00:00+00:00,IMAGERY/OTHER,2019-11-18 00:00:00+00:00,https://www.illinois.gov/idoc/facilities/Pages/AllFacilities.aspx,MINIMUM,1800.0,0.00851406722964,{7BF00361-821C-4C4E-9645-6F2B1B85BFFF},2022-01-07 15:27:25+00:00,HostedByHIFLD,2022-01-07 15:27:25+00:00,HostedByHIFLD,0.008514067229635965,4.89165533497e-06,POINT (-88.09902764338008 41.57774076627795)
4133,4134,10000657,PEORIA ATC,607-613 NORTH MAIN,PEORIA,IL,61602,-999,(309) 671-3162,STATE,OPEN,237.0,PEORIA,17143,USA,922140,CORRECTIONAL INSTITUTIONS,https://www2.illinois.gov/idoc/facilities/Pages/PeoriaAdultTransitionCenter.aspx,2017-08-31 00:00:00+00:00,IMAGERY/OTHER,2019-11-18 00:00:00+00:00,https://www.illinois.gov/idoc/facilities/Pages/AllFacilities.aspx,MINIMUM,248.0,0.00184259759879,{9FD183A8-411E-4DDE-9B31-F59755950127},2022-01-07 15:27:25+00:00,HostedByHIFLD,2022-01-07 15:27:25+00:00,HostedByHIFLD,0.0018425975987919083,1.90051783381e-07,POINT (-89.59341873253292 40.69495619559336)
4134,4135,10000688,PINCKNEYVILLE CORRECTIONAL CENTER,5835 STATE ROUTE 154,PINCKNEYVILLE,IL,62274,-999,(618) 357-9722,STATE,OPEN,2087.0,PERRY,17145,USA,922140,CORRECTIONAL INSTITUTIONS,https://www2.illinois.gov/idoc/facilities/Pages/pinckneyvillecorrectionalcenter.aspx,2017-08-31 00:00:00+00:00,IMAGERY/OTHER,2019-11-18 00:00:00+00:00,https://www.illinois.gov/idoc/facilities/Pages/AllFacilities.aspx,MEDIUM,2964.0,0.0173507103426,{88501082-992C-4E3D-9AC4-8971B5037897},2022-01-07 15:27:25+00:00,HostedByHIFLD,2022-01-07 15:27:25+00:00,HostedByHIFLD,0.017350710342576587,1.85107407218e-05,POINT (-89.3272605053091 38.08664560643816)
4135,4136,10000672,PITTSFIELD WORK CAMP,23540 365TH STREET,PITTSFIELD,IL,62363,-999,(217) 285-2280,STATE,OPEN,99.0,PIKE,17149,USA,922140,CORRECTIONAL INSTITUTIONS,https://www2.illinois.gov/idoc/facilities/Pages/PittsfieldWorkCamp.aspx,2017-04-01 00:00:00+00:00,IMAGERY/OTHER,2019-11-18 00:00:00+00:00,https://www.illinois.gov/idoc/facilities/Pages/AllFacilities.aspx,MINIMUM,400.0,0.00849768622302,{41B26F88-598D-4FA3-A4A4-84F417DA8983},2022-01-07 15:27:25+00:00,HostedByHIFLD,2022-01-07 15:27:25+00:00,HostedByHIFLD,0.008497686223018976,3.85139034335e-06,POINT (-90.8445402557161 39.59902794041865)
4136,4137,10006352,STATEVILLE MINIMUM SECURITY UNIT,16830 SOUTH BROADWAY STREET,JOLIET,IL,60434,-999,(815) 727-3607,STATE,OPEN,199.0,WILL,17197,USA,922140,CORRECTIONAL INSTITUTIONS,https://www2.illinois.gov/idoc/facilities/Pages/statevillecorrectionalcenter.aspx,2017-04-01 00:00:00+00:00,IMAGERY/OTHER,2019-11-18 00:00:00+00:00,https://www.illinois.gov/idoc/facilities/Pages/AllFacilities.aspx,MINIMUM,199.0,0.00884197323651,{31FF56FA-0CE8-4CA0-8262-7337DB230AD4},2022-01-07 15:27:25+00:00,HostedByHIFLD,2022-01-07 15:27:25+00:00,HostedByHIFLD,0.008841973236514774,3.64463792218e-06,POINT (-88.10137443119893 41.577365824421584)
4137,4138,10000673,TAYLORVILLE CORRECTIONAL CENTER,1144 ILLINOIS ROUTE 29,TAYLORVILLE,IL,62568,-999,(217) 824-4004,STATE,OPEN,1067.0,CHRISTIAN,17021,USA,922140,CORRECTIONAL INSTITUTIONS,https://www2.illinois.gov/idoc/facilities/Pages/taylorvillecorrectionalcenter.aspx,2017-08-31 00:00:00+00:00,IMAGERY/OTHER,2019-11-18 00:00:00+00:00,https://www.illinois.gov/idoc/facilities/Pages/AllFacilities.aspx,MINIMUM,1221.0,0.0152469540211,{E62EB0D5-6470-4299-8AA5-BC9DC1ED546E},2022-01-07 15:27:25+00:00,HostedByHIFLD,2022-01-07 15:27:25+00:00,HostedByHIFLD,0.01524695402106326,1.1788515948e-05,POINT (-89.22646610151006 39.5152578492501)
4143,4144,10004694,IDHS TREATMENT / DETENTION FACILITY,17019 COUNTY FARM RD,RUSHVILLE,IL,62681,-999,(217) 322-5115,STATE,OPEN,250.0,SCHUYLER,17169,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.dhs.state.il.us/page.aspx?item=87812,2019-11-18 00:00:00+00:00,IMAGERY/OTHER,2019-11-18 00:00:00+00:00,http://www.dhs.state.il.us/page.aspx?item=87812,MAXIMUM,-999.0,0.0115888324426,{ECD46AB3-E83B-4C56-8A0F-A13B64870272},2022-01-07 15:27:25+00:00,HostedByHIFLD,2022-01-07 15:27:25+00:00,HostedByHIFLD,0.01158883244260557,8.92405675704e-06,POINT (-90.58785257944632 40.12336582760898)
4145,4146,10006147,AVERY-MITCHELL CORRECTIONAL INSTITUTION,600 AMITY PARK RD,SPRUCE PINE,NC,28777,-999,(828) 765-0229,STATE,OPEN,816.0,AVERY,37011,USA,922140,CORRECTIONAL INSTITUTIONS,https://www.ncdps.gov/Adult-Corrections/Prisons/Prison-Facilities/Avery-Mitchell-Correctional-Institution,2017-10-31 00:00:00+00:00,IMAGERY/OTHER,2020-02-13 00:00:00+00:00,https://www.ncdps.gov/Adult-Corrections/Prisons/Prison-Facilities,MEDIUM,816.0,0.0112822029243,{A5FA7A85-633F-46BE-BDAA-A876B2DC7D0B},2022-01-07 15:27:25+00:00,HostedByHIFLD,2022-01-07 15:27:25+00:00,HostedByHIFLD,0.011282202924292984,9.01099170537e-06,POINT (-82.0011906076836 35.9252976530978)
4163,4164,10003542,FCI MEMPHIS CAMP,6696 NAVY RD,MILLINGTON,TN,38053,-999,(901) 872-2277,FEDERAL,OPEN,222.0,SHELBY,47157,USA,922140,CORRECTIONAL INSTITUTIONS,https://www.bop.gov/locations/institutions/mem/,2016-02-16 00:00:00+00:00,IMAGERY/OTHER,2019-12-06 00:00:00+00:00,https://www.bop.gov/locations/,MINIMUM,296.0,0.0057597489379,{B6B6D76F-59A0-43AE-A545-73508142C0CB},2022-01-07 15:27:25+00:00,HostedByHIFLD,2022-01-07 15:27:25+00:00,HostedByHIFLD,0.005759748937903017,1.67373853226e-06,POINT (-89.83817027056227 35.34009439941746)
4164,4165,10001718,FCI MEMPHIS,1101 JOHN A DENIE RD,MEMPHIS,TN,38134,-999,(901) 372-2269,FEDERAL,OPEN,1048.0,SHELBY,47157,USA,922140,CORRECTIONAL INSTITUTIONS,https://www.bop.gov/locations/institutions/mem/,2016-02-16 00:00:00+00:00,IMAGERY/OTHER,2019-12-06 00:00:00+00:00,https://www.bop.gov/locations/,MEDIUM,722.0,0.0141984822106,{75912C15-33D2-4B6D-BAC8-DD8EB6BE371D},2022-01-07 15:27:25+00:00,HostedByHIFLD,2022-01-07 15:27:25+00:00,HostedByHIFLD,0.014198482210635403,1.23252343268e-05,POINT (-89.86723572628381 35.1557619405008)
4200,4201,10004512,WESTERN PRE-RELEASE CENTER,101 BILLY BOULEVARD,BUTLER,GA,31006,-999,(770) 567-0531,NOT AVAILABLE,NOT AVAILABLE,-999.0,TAYLOR,13269,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.dcor.state.ga.us/facility-finder,2020-06-06 00:00:00+00:00,IMAGERY/OTHER,2019-11-05 00:00:00+00:00,http://www.dcor.state.ga.us/facility-finder,MEDIUM,194.0,0.00749967315936,{13685001-ADCA-48A7-8D71-167064F1E0CA},2022-01-07 15:27:25+00:00,HostedByHIFLD,2022-01-07 15:27:25+00:00,HostedByHIFLD,0.007499673159356592,3.04256604744e-06,POINT (-84.25912828018667 32.571418104193)
4208,4209,10000263,FCI WASECA,1000 UNIVERSITY DRIVE SOUTHWEST,WASECA,MN,56093,-999,(507) 835-8972,FEDERAL,OPEN,653.0,WASECA,27161,USA,922140,CORRECTIONAL INSTITUTIONS,https://www.bop.gov/locations/institutions/was/,2016-02-16 00:00:00+00:00,IMAGERY/OTHER,2020-01-02 00:00:00+00:00,https://www.bop.gov/locations/,MINIMUM,712.0,0.0165971622883,{0A530FA4-23F5-4644-A509-B617F40C33C2},2022-01-07 15:27:25+00:00,HostedByHIFLD,2022-01-07 15:27:25+00:00,HostedByHIFLD,0.01659716228834508,1.61999626936e-05,POINT (-93.51726824562886 44.07039092483685)
4211,4212,10006383,DUVALL CENTER,1848 LUDLOW AVENUE,INDIANAPOLIS,IN,46201,-999,(317) 327-2500,STATE,OPEN,13.0,MARION,18097,USA,922140,CORRECTIONAL INSTITUTIONS,https://www.indy.gov/activity/the-duvall-residential-center,2017-10-01 00:00:00+00:00,IMAGERY/OTHER,2019-12-11 00:00:00+00:00,http://www.indy.gov/eGov/County/Corrections/Services/Residential/Pages/duvall-res-facility.aspx,MINIMUM,350.0,0.00352745512378,{09B6CD09-0B8E-40B0-83D2-CDF0818D1882},2022-01-07 15:27:25+00:00,HostedByHIFLD,2022-01-07 15:27:25+00:00,HostedByHIFLD,0.003527455123777612,5.00703042531e-07,POINT (-86.12738979750787 39.789476607528)
4213,4214,10001337,FMC ROCHESTER,2110 E CENTER ST,ROCHESTER,MN,55904,-999,(507) 287-0674,FEDERAL,OPEN,639.0,OLMSTED,27109,USA,922140,CORRECTIONAL INSTITUTIONS,https://www.bop.gov/locations/institutions/rch/,2016-02-16 00:00:00+00:00,IMAGERY/OTHER,2020-01-02 00:00:00+00:00,https://www.bop.gov/locations/,MAXIMUM,784.0,0.0156010855158,{AFC30553-E537-4A30-ABA7-4EF5E37B0169},2022-01-07 15:27:25+00:00,HostedByHIFLD,2022-01-07 15:27:25+00:00,HostedByHIFLD,0.015601085515836262,1.56561889819e-05,POINT (-92.43638072411066 44.024349425491046)
4215,4216,10001325,MCF - LINO LAKES,7525 4TH AVENUE,LINO LAKES,MN,55014,-999,(651) 717-6100,STATE,OPEN,1287.0,ANOKA,27003,USA,922140,CORRECTIONAL INSTITUTIONS,https://mn.gov/doc/facilities/lino-lakes/,2016-07-01 00:00:00+00:00,IMAGERY/OTHER,2020-01-02 00:00:00+00:00,https://mn.gov/doc/facilities/,MEDIUM,1324.0,0.0197375550022,{958B25DC-9E66-422C-AE5E-0E19BA492667},2022-01-07 15:27:25+00:00,HostedByHIFLD,2022-01-07 15:27:25+00:00,HostedByHIFLD,0.019737555002174088,2.2641645994e-05,POINT (-93.12586923497925 45.177279272101885)
4216,4217,10001331,MCF - OAK PARK HEIGHTS,5329 OSGOOD AVENUE NORTH,STILLWATER,MN,55082,1117,(651) 779-1400,STATE,OPEN,396.0,WASHINGTON,27163,USA,922140,CORRECTIONAL INSTITUTIONS,https://mn.gov/doc/facilities/oak-park-heights/,2016-07-01 00:00:00+00:00,IMAGERY/OTHER,2020-01-02 00:00:00+00:00,https://mn.gov/doc/facilities/,MAXIMUM,444.0,0.0194098554035,{79F21526-91F7-46BE-A72E-2B771CD3273E},2022-01-07 15:27:25+00:00,HostedByHIFLD,2022-01-07 15:27:25+00:00,HostedByHIFLD,0.019409855403543348,2.43305228358e-05,POINT (-92.801491822048 45.02524593315981)
4217,4218,10001322,MCF - RUSH CITY,7600 525TH STREET,RUSH CITY,MN,55069,-999,(320) 358-0400,STATE,OPEN,990.0,CHISAGO,27025,USA,922140,CORRECTIONAL INSTITUTIONS,https://mn.gov/doc/facilities/rush-city/,2016-07-01 00:00:00+00:00,IMAGERY/OTHER,2020-01-02 00:00:00+00:00,https://mn.gov/doc/facilities/,CLOSE,1018.0,0.0199713695911,{64B17101-E0EF-4CF1-BD39-BBF60023DA10},2022-01-07 15:27:25+00:00,HostedByHIFLD,2022-01-07 15:27:25+00:00,HostedByHIFLD,0.019971369591096758,1.71234313427e-05,POINT (-92.94823166607998 45.70906048060028)
4218,4219,10001333,MCF - SHAKOPEE,1010 WEST 6TH AVENUE,SHAKOPEE,MN,55379,-999,(952) 496-4440,STATE,OPEN,625.0,SCOTT,27139,USA,922140,CORRECTIONAL INSTITUTIONS,https://mn.gov/doc/facilities/shakopee/,2016-07-01 00:00:00+00:00,IMAGERY/OTHER,2020-01-02 00:00:00+00:00,https://mn.gov/doc/facilities/,MAXIMUM,650.0,0.015186638493,{365B36B2-A6B6-4289-986D-D88DA6524BFE},2022-01-07 15:27:25+00:00,HostedByHIFLD,2022-01-07 15:27:25+00:00,HostedByHIFLD,0.015186638493006697,1.27614244311e-05,POINT (-93.53854280497734 44.789884009721824)
4219,4220,10006211,MCF - WILLOW RIVER,86032 COUNTY HIGHWAY 61,WILLOW RIVER,MN,55795,-999,(218) 372-3101,STATE,OPEN,141.0,PINE,27017,USA,922140,CORRECTIONAL INSTITUTIONS,https://mn.gov/doc/facilities/willow-river-moose-lake/willow-river.jsp,2016-07-01 00:00:00+00:00,IMAGERY/OTHER,2020-01-02 00:00:00+00:00,https://mn.gov/doc/facilities/,MINIMUM,177.0,0.00994160167661,{903EF108-6968-49A8-9FF1-4997A864233C},2022-01-07 15:27:25+00:00,HostedByHIFLD,2022-01-07 15:27:25+00:00,HostedByHIFLD,0.009941601676606796,6.12428150207e-06,POINT (-92.82875935757707 46.35236774896211)
4220,4221,10007020,MINNESOTA SEX OFFENDER PROGRAM - MOOSE LAKE,1111 HIGHWAY 73,MOOSE LAKE,MN,55767,-999,(218) 565-6000,STATE,OPEN,-999.0,CARLTON,27017,USA,922140,CORRECTIONAL INSTITUTIONS,https://mn.gov/dhs/people-we-serve/adults/services/sex-offender-treatment/,2017-12-07 00:00:00+00:00,IMAGERY/OTHER,2020-01-02 00:00:00+00:00,https://mn.gov/dhs/people-we-serve/adults/services/sex-offender-treatment/,NOT AVAILABLE,550.0,0.0163865461151,{CFCDF5EA-CE74-490A-9C7A-62006C6149C2},2022-01-07 15:27:25+00:00,HostedByHIFLD,2022-01-07 15:27:25+00:00,HostedByHIFLD,0.016386546115117008,1.43679710697e-05,POINT (-92.75067374263772 46.44270518532627)
4221,4222,10001319,MCF - MOOSE LAKE,1000 LAKE SHORE DRIVE,MOOSE LAKE,MN,55767,-999,(218) 485-5000,STATE,OPEN,1037.0,CARLTON,27017,USA,922140,CORRECTIONAL INSTITUTIONS,https://mn.gov/doc/facilities/willow-river-moose-lake/,2017-12-07 00:00:00+00:00,IMAGERY/OTHER,2020-01-02 00:00:00+00:00,https://mn.gov/doc/facilities/,MEDIUM,1053.0,0.0200332805666,{0E75296D-00E0-4BC6-8B2E-DCE0EC5976C0},2022-01-07 15:27:25+00:00,HostedByHIFLD,2022-01-07 15:27:25+00:00,HostedByHIFLD,0.020033280566646362,1.69733836528e-05,POINT (-92.75905837487971 46.43944236529321)
4224,4225,10006549,MINNESOTA SECURITY HOSPITAL,100 FREEMAN DRIVE,ST. PETER,MN,56082,1599,(507) 985-2000,STATE,OPEN,369.0,NICOLLET,27103,USA,922140,CORRECTIONAL INSTITUTIONS,https://mn.gov/admin/government/ocdr/projects/msh/,2017-04-08 00:00:00+00:00,IMAGERY/OTHER,2020-01-02 00:00:00+00:00,http://www.dhs.state.mn.us/main/idcplg?IdcService=GET_DYNAMIC_CONVERSION&RevisionSelectionMethod=LatestReleased&dDocName=id_000261,NOT AVAILABLE,-999.0,0.00957226099185,{5A0C1BB1-DE23-43A5-9073-B966ECD49C94},2022-01-07 15:27:25+00:00,HostedByHIFLD,2022-01-07 15:27:25+00:00,HostedByHIFLD,0.009572260991853218,4.04245960511e-06,POINT (-93.97606717534312 44.304830364885355)
4236,4237,10001073,MADISON CORRECTIONAL FACILITY,800 MSH BUS STOP DR,MADISON,IN,47250,-999,(812) 265-6154,STATE,OPEN,550.0,JEFFERSON,18077,USA,922140,CORRECTIONAL INSTITUTIONS,https://www.in.gov/idoc/2389.htm,2017-10-01 00:00:00+00:00,IMAGERY/OTHER,2019-12-11 00:00:00+00:00,http://www.in.gov/idoc/2332.htm,MINIMUM,662.0,0.0215365690938,{3149765A-2D7A-44A4-99F0-0817D8E6CB80},2022-01-07 15:27:25+00:00,HostedByHIFLD,2022-01-07 15:27:25+00:00,HostedByHIFLD,0.021536569093793447,1.98287758621e-05,POINT (-85.4024002336289 38.7466367721532)
4238,4239,10001067,RECEPTION DIAGNOSTIC CENTER (MEN),737 MOON RD,PLAINFIELD,IN,46168,-999,(317) 839-7727,STATE,OPEN,400.0,HENDRICKS,18063,USA,922140,CORRECTIONAL INSTITUTIONS,https://www.in.gov/idoc/2415.htm,2017-10-01 00:00:00+00:00,IMAGERY/OTHER,2019-12-11 00:00:00+00:00,http://www.in.gov/idoc/2332.htm,NOT AVAILABLE,695.0,0.00612249049836,{7390EF96-C4F9-4F2E-ADAB-A72C23EDE503},2022-01-07 15:27:25+00:00,HostedByHIFLD,2022-01-07 15:27:25+00:00,HostedByHIFLD,0.006122490498360947,2.14472393614e-06,POINT (-86.41604046505704 39.68899972503204)
4276,4277,10000479,LARGO ROAD PRISON,5201 ULMERTON RD,CLEARWATER,FL,33760,4006,(727) 570-5135,STATE,OPEN,75.0,PINELLAS,12103,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.dc.state.fl.us/pub/pop/,2017-09-30 00:00:00+00:00,IMAGERY/OTHER,2019-12-12 00:00:00+00:00,http://www.dc.state.fl.us/org/facilitydir.html,NOT AVAILABLE,-999.0,0.00411020054401,{67EB1248-6D16-4A07-8332-FCA2FF2057D8},2022-01-07 15:27:25+00:00,HostedByHIFLD,2022-01-07 15:27:25+00:00,HostedByHIFLD,0.004110200544012179,1.07804471715e-06,POINT (-82.70538849457061 27.895801513157974)
4287,4288,10003934,STEWART DETENTION CENTER,146 CCA ROAD,LUMPKIN,GA,31815,-999,(229) 838-5000,FEDERAL,OPEN,1584.0,STEWART,13259,USA,922140,CORRECTIONAL INSTITUTIONS,"https://www.ice.gov/doclib/foia/dfs/detaineepopytd2013.pdf, http://www.cca.com/locations",2019-10-23 00:00:00+00:00,IMAGERY/OTHER,2019-11-05 00:00:00+00:00,http://www.cca.com/locations,MEDIUM,1752.0,0.0108842483303,{7349ED10-9BF9-495B-AADA-033C02F46D4B},2022-01-07 15:27:25+00:00,HostedByHIFLD,2022-01-07 15:27:25+00:00,HostedByHIFLD,0.010884248330264294,8.13357456011e-06,POINT (-84.77197993101524 32.03562702411376)
4291,4292,10004913,NEW CASTLE CORRECTIONAL FACILITY,1000 VAN NUYS RD,NEW CASTLE,IN,47362,-999,(765) 593-0111,STATE,OPEN,3100.0,HENRY,18065,USA,922140,CORRECTIONAL INSTITUTIONS,https://www.in.gov/idoc/2406.htm,2017-10-01 00:00:00+00:00,IMAGERY/OTHER,2019-12-11 00:00:00+00:00,http://www.in.gov/idoc/2332.htm,MEDIUM,3100.0,0.017600759937,{0E1CCF42-B4C0-43F6-8DCD-62CAA1D42785},2022-01-07 15:27:25+00:00,HostedByHIFLD,2022-01-07 15:27:25+00:00,HostedByHIFLD,0.017600759937042514,1.54697822764e-05,POINT (-85.37022540731853 39.96237788026884)
4299,4300,10000316,TELFAIR STATE PRISON,210 LONGBRIDGE ROAD,HELENA,GA,31037,-999,(229) 868-7721,STATE,OPEN,1370.0,TELFAIR,13271,USA,922140,CORRECTIONAL INSTITUTIONS,"http://www.dcor.state.ga.us/Research/Monthly_Profile_all_inmates, http://www.dcor.state.ga.us/facility-finder",2017-11-02 00:00:00+00:00,IMAGERY/OTHER,2019-11-05 00:00:00+00:00,http://www.dcor.state.ga.us/facility-finder,CLOSE,1400.0,0.0131354999745,{D7CE3D9D-0057-4092-AA79-5C04131DAF1C},2022-01-07 15:27:25+00:00,HostedByHIFLD,2022-01-07 15:27:25+00:00,HostedByHIFLD,0.01313549997448398,9.18902023945e-06,POINT (-82.90954913641951 32.08798444096019)
4327,4328,10000320,FCI JESUP,2600 HIGHWAY 301 SOUTH,JESUP,GA,31599,-999,(912) 427-0870,FEDERAL,OPEN,980.0,WAYNE,13305,USA,922140,CORRECTIONAL INSTITUTIONS,"http://www.bop.gov/about/statistics/population_statistics.jsp, http://jayhurst.net/wp-content/uploads/2013/09/16-0216_Capacities_PP80_population_report.pdf",2019-10-23 00:00:00+00:00,IMAGERY/OTHER,2019-11-05 00:00:00+00:00,https://www.bop.gov/locations/,MEDIUM,744.0,0.0170379855883,{CEDB2E20-6716-4510-9621-8831A14A73F9},2022-01-07 15:27:25+00:00,HostedByHIFLD,2022-01-07 15:27:25+00:00,HostedByHIFLD,0.01703798558831002,1.64547950371e-05,POINT (-81.90243442390106 31.563885217850174)
